chrom	start	end	coverage	sample
chr7	27674000	27676000	2.25	GM12878_CTCF
chr7	27676000	27678000	1.74	GM12878_CTCF
chr7	27678000	27680000	1.84	GM12878_CTCF
chr7	27680000	27682000	1.71	GM12878_CTCF
chr7	27682000	27684000	1.9	GM12878_CTCF
chr7	27684000	27686000	1.96	GM12878_CTCF
chr7	27686000	27688000	1.88	GM12878_CTCF
chr7	27688000	27690000	1.78	GM12878_CTCF
chr7	27690000	27692000	2.03	GM12878_CTCF
chr7	27692000	27694000	2.27	GM12878_CTCF
chr7	27694000	27696000	1.74	GM12878_CTCF
chr7	27696000	27698000	2.05	GM12878_CTCF
chr7	27698000	27700000	2.18	GM12878_CTCF
chr7	27700000	27702000	1.84	GM12878_CTCF
chr7	27702000	27704000	1.72	GM12878_CTCF
chr7	27704000	27706000	1.75	GM12878_CTCF
chr7	27706000	27708000	1.97	GM12878_CTCF
chr7	27708000	27710000	1.78	GM12878_CTCF
chr7	27710000	27712000	2.0	GM12878_CTCF
chr7	27712000	27714000	1.82	GM12878_CTCF
chr7	27714000	27716000	1.89	GM12878_CTCF
chr7	27716000	27718000	1.78	GM12878_CTCF
chr7	27718000	27720000	1.93	GM12878_CTCF
chr7	27720000	27722000	2.06	GM12878_CTCF
chr7	27722000	27724000	1.87	GM12878_CTCF
chr7	27724000	27726000	2.09	GM12878_CTCF
chr7	27726000	27728000	1.95	GM12878_CTCF
chr7	27728000	27730000	2.04	GM12878_CTCF
chr7	27730000	27732000	1.95	GM12878_CTCF
chr7	27732000	27734000	2.27	GM12878_CTCF
chr7	27734000	27736000	1.89	GM12878_CTCF
chr7	27736000	27738000	1.94	GM12878_CTCF
chr7	27738000	27740000	2.17	GM12878_CTCF
chr7	27740000	27742000	2.2	GM12878_CTCF
chr7	27742000	27744000	2.14	GM12878_CTCF
chr7	27744000	27746000	2.1	GM12878_CTCF
chr7	27746000	27748000	15.17	GM12878_CTCF
chr7	27748000	27750000	17.17	GM12878_CTCF
chr7	27750000	27752000	2.31	GM12878_CTCF
chr7	27752000	27754000	2.21	GM12878_CTCF
chr7	27754000	27756000	2.17	GM12878_CTCF
chr7	27756000	27758000	1.91	GM12878_CTCF
chr7	27758000	27760000	2.13	GM12878_CTCF
chr7	27760000	27762000	2.09	GM12878_CTCF
chr7	27762000	27764000	2.23	GM12878_CTCF
chr7	27764000	27766000	2.11	GM12878_CTCF
chr7	27766000	27768000	2.24	GM12878_CTCF
chr7	27768000	27770000	2.27	GM12878_CTCF
chr7	27770000	27772000	1.8	GM12878_CTCF
chr7	27772000	27774000	1.94	GM12878_CTCF
chr7	27774000	27776000	2.0	GM12878_CTCF
chr7	27776000	27778000	1.84	GM12878_CTCF
chr7	27778000	27780000	1.9	GM12878_CTCF
chr7	27780000	27782000	1.87	GM12878_CTCF
chr7	27782000	27784000	1.88	GM12878_CTCF
chr7	27784000	27786000	2.19	GM12878_CTCF
chr7	27786000	27788000	2.0	GM12878_CTCF
chr7	27788000	27790000	1.88	GM12878_CTCF
chr7	27790000	27792000	2.03	GM12878_CTCF
chr7	27792000	27794000	1.74	GM12878_CTCF
chr7	27794000	27796000	2.2	GM12878_CTCF
chr7	27796000	27798000	2.07	GM12878_CTCF
chr7	27798000	27800000	2.15	GM12878_CTCF
chr7	27800000	27802000	1.8	GM12878_CTCF
chr7	27802000	27804000	2.23	GM12878_CTCF
chr7	27804000	27806000	1.97	GM12878_CTCF
chr7	27806000	27808000	2.14	GM12878_CTCF
chr7	27808000	27810000	2.1	GM12878_CTCF
chr7	27810000	27812000	2.26	GM12878_CTCF
chr7	27812000	27814000	2.28	GM12878_CTCF
chr7	27814000	27816000	2.07	GM12878_CTCF
chr7	27816000	27818000	1.96	GM12878_CTCF
chr7	27818000	27820000	23.38	GM12878_CTCF
chr7	27820000	27822000	56.39	GM12878_CTCF
chr7	27822000	27824000	2.34	GM12878_CTCF
chr7	27824000	27826000	2.1	GM12878_CTCF
chr7	27826000	27828000	2.15	GM12878_CTCF
chr7	27828000	27830000	1.87	GM12878_CTCF
chr7	27830000	27832000	1.91	GM12878_CTCF
chr7	27832000	27834000	2.0	GM12878_CTCF
chr7	27834000	27836000	2.1	GM12878_CTCF
chr7	27836000	27838000	1.89	GM12878_CTCF
chr7	27838000	27840000	1.83	GM12878_CTCF
chr7	27840000	27842000	1.98	GM12878_CTCF
chr7	27842000	27844000	2.01	GM12878_CTCF
chr7	27844000	27846000	2.01	GM12878_CTCF
chr7	27846000	27848000	1.86	GM12878_CTCF
chr7	27848000	27850000	1.85	GM12878_CTCF
chr7	27850000	27852000	1.78	GM12878_CTCF
chr7	27852000	27854000	1.91	GM12878_CTCF
chr7	27854000	27856000	1.83	GM12878_CTCF
chr7	27856000	27858000	1.84	GM12878_CTCF
chr7	27858000	27860000	2.26	GM12878_CTCF
chr7	27860000	27862000	1.88	GM12878_CTCF
chr7	27862000	27864000	1.95	GM12878_CTCF
chr7	27864000	27866000	2.11	GM12878_CTCF
chr7	27866000	27868000	2.15	GM12878_CTCF
chr7	27868000	27870000	1.84	GM12878_CTCF
chr7	27870000	27872000	1.71	GM12878_CTCF
chr7	27872000	27874000	1.91	GM12878_CTCF
chr7	27874000	27876000	2.29	GM12878_CTCF
chr7	27876000	27878000	2.11	GM12878_CTCF
chr7	27878000	27880000	2.16	GM12878_CTCF
chr7	26600000	26602000	2.05	GM12878_H3K27ac
chr7	26602000	26604000	2.23	GM12878_H3K27ac
chr7	26604000	26606000	2.24	GM12878_H3K27ac
chr7	26606000	26608000	1.81	GM12878_H3K27ac
chr7	26608000	26610000	2.08	GM12878_H3K27ac
chr7	26610000	26612000	1.72	GM12878_H3K27ac
chr7	26612000	26614000	1.87	GM12878_H3K27ac
chr7	26614000	26616000	1.96	GM12878_H3K27ac
chr7	26616000	26618000	1.79	GM12878_H3K27ac
chr7	26618000	26620000	1.91	GM12878_H3K27ac
chr7	26620000	26622000	2.18	GM12878_H3K27ac
chr7	26622000	26624000	1.74	GM12878_H3K27ac
chr7	26624000	26626000	2.14	GM12878_H3K27ac
chr7	26626000	26628000	1.78	GM12878_H3K27ac
chr7	26628000	26630000	2.11	GM12878_H3K27ac
chr7	26630000	26632000	2.0	GM12878_H3K27ac
chr7	26632000	26634000	2.3	GM12878_H3K27ac
chr7	26634000	26636000	1.93	GM12878_H3K27ac
chr7	26636000	26638000	1.94	GM12878_H3K27ac
chr7	26638000	26640000	1.81	GM12878_H3K27ac
chr7	26640000	26642000	2.21	GM12878_H3K27ac
chr7	26642000	26644000	2.23	GM12878_H3K27ac
chr7	26644000	26646000	2.28	GM12878_H3K27ac
chr7	26646000	26648000	2.16	GM12878_H3K27ac
chr7	26648000	26650000	2.27	GM12878_H3K27ac
chr7	26650000	26652000	1.97	GM12878_H3K27ac
chr7	26652000	26654000	1.75	GM12878_H3K27ac
chr7	26654000	26656000	2.09	GM12878_H3K27ac
chr7	26656000	26658000	1.91	GM12878_H3K27ac
chr7	26658000	26660000	1.75	GM12878_H3K27ac
chr7	26660000	26662000	2.02	GM12878_H3K27ac
chr7	26662000	26664000	1.79	GM12878_H3K27ac
chr7	26664000	26666000	2.02	GM12878_H3K27ac
chr7	26666000	26668000	1.72	GM12878_H3K27ac
chr7	26668000	26670000	2.03	GM12878_H3K27ac
chr7	26670000	26672000	2.03	GM12878_H3K27ac
chr7	26672000	26674000	2.17	GM12878_H3K27ac
chr7	26674000	26676000	2.27	GM12878_H3K27ac
chr7	26676000	26678000	2.16	GM12878_H3K27ac
chr7	26678000	26680000	1.74	GM12878_H3K27ac
chr7	26680000	26682000	2.15	GM12878_H3K27ac
chr7	26682000	26684000	2.21	GM12878_H3K27ac
chr7	26684000	26686000	2.3	GM12878_H3K27ac
chr7	26686000	26688000	2.27	GM12878_H3K27ac
chr7	26688000	26690000	2.16	GM12878_H3K27ac
chr7	26690000	26692000	2.17	GM12878_H3K27ac
chr7	26692000	26694000	2.22	GM12878_H3K27ac
chr7	26694000	26696000	2.2	GM12878_H3K27ac
chr7	26696000	26698000	1.87	GM12878_H3K27ac
chr7	26698000	26700000	1.85	GM12878_H3K27ac
chr7	26700000	26702000	2.11	GM12878_H3K27ac
chr7	26702000	26704000	1.94	GM12878_H3K27ac
chr7	26704000	26706000	2.14	GM12878_H3K27ac
chr7	26706000	26708000	2.0	GM12878_H3K27ac
chr7	26708000	26710000	1.92	GM12878_H3K27ac
chr7	26710000	26712000	1.98	GM12878_H3K27ac
chr7	26712000	26714000	2.08	GM12878_H3K27ac
chr7	26714000	26716000	2.03	GM12878_H3K27ac
chr7	26716000	26718000	2.26	GM12878_H3K27ac
chr7	26718000	26720000	2.03	GM12878_H3K27ac
chr7	26720000	26722000	2.13	GM12878_H3K27ac
chr7	26722000	26724000	1.7	GM12878_H3K27ac
chr7	26724000	26726000	2.24	GM12878_H3K27ac
chr7	26726000	26728000	2.24	GM12878_H3K27ac
chr7	26728000	26730000	1.73	GM12878_H3K27ac
chr7	26730000	26732000	1.94	GM12878_H3K27ac
chr7	26732000	26734000	1.93	GM12878_H3K27ac
chr7	26734000	26736000	1.91	GM12878_H3K27ac
chr7	26736000	26738000	1.74	GM12878_H3K27ac
chr7	26738000	26740000	2.19	GM12878_H3K27ac
chr7	26740000	26742000	1.98	GM12878_H3K27ac
chr7	26742000	26744000	1.77	GM12878_H3K27ac
chr7	26744000	26746000	2.28	GM12878_H3K27ac
chr7	26746000	26748000	1.84	GM12878_H3K27ac
chr7	26748000	26750000	1.86	GM12878_H3K27ac
chr7	26750000	26752000	2.12	GM12878_H3K27ac
chr7	26752000	26754000	1.98	GM12878_H3K27ac
chr7	26754000	26756000	1.72	GM12878_H3K27ac
chr7	26756000	26758000	1.89	GM12878_H3K27ac
chr7	26758000	26760000	2.08	GM12878_H3K27ac
chr7	26760000	26762000	2.17	GM12878_H3K27ac
chr7	26762000	26764000	2.11	GM12878_H3K27ac
chr7	26764000	26766000	2.19	GM12878_H3K27ac
chr7	26766000	26768000	1.95	GM12878_H3K27ac
chr7	26768000	26770000	2.24	GM12878_H3K27ac
chr7	26770000	26772000	1.72	GM12878_H3K27ac
chr7	26772000	26774000	2.08	GM12878_H3K27ac
chr7	26774000	26776000	1.8	GM12878_H3K27ac
chr7	26776000	26778000	1.97	GM12878_H3K27ac
chr7	26778000	26780000	1.93	GM12878_H3K27ac
chr7	26780000	26782000	1.82	GM12878_H3K27ac
chr7	26782000	26784000	2.02	GM12878_H3K27ac
chr7	26784000	26786000	1.89	GM12878_H3K27ac
chr7	26786000	26788000	1.7	GM12878_H3K27ac
chr7	26788000	26790000	2.27	GM12878_H3K27ac
chr7	26790000	26792000	2.08	GM12878_H3K27ac
chr7	26792000	26794000	1.77	GM12878_H3K27ac
chr7	26794000	26796000	1.95	GM12878_H3K27ac
chr7	26796000	26798000	2.21	GM12878_H3K27ac
chr7	26798000	26800000	2.24	GM12878_H3K27ac
chr7	26800000	26802000	2.16	GM12878_H3K27ac
chr7	26802000	26804000	1.73	GM12878_H3K27ac
chr7	26804000	26806000	1.87	GM12878_H3K27ac
chr7	26806000	26808000	1.98	GM12878_H3K27ac
chr7	26808000	26810000	2.04	GM12878_H3K27ac
chr7	26810000	26812000	2.21	GM12878_H3K27ac
chr7	26812000	26814000	2.02	GM12878_H3K27ac
chr7	26814000	26816000	2.28	GM12878_H3K27ac
chr7	26816000	26818000	2.25	GM12878_H3K27ac
chr7	26818000	26820000	1.86	GM12878_H3K27ac
chr7	26820000	26822000	2.03	GM12878_H3K27ac
chr7	26822000	26824000	2.25	GM12878_H3K27ac
chr7	26824000	26826000	2.11	GM12878_H3K27ac
chr7	26826000	26828000	1.74	GM12878_H3K27ac
chr7	26828000	26830000	2.22	GM12878_H3K27ac
chr7	26830000	26832000	2.09	GM12878_H3K27ac
chr7	26832000	26834000	2.03	GM12878_H3K27ac
chr7	26834000	26836000	2.08	GM12878_H3K27ac
chr7	26836000	26838000	1.83	GM12878_H3K27ac
chr7	26838000	26840000	2.28	GM12878_H3K27ac
chr7	26840000	26842000	2.04	GM12878_H3K27ac
chr7	26842000	26844000	2.26	GM12878_H3K27ac
chr7	26844000	26846000	2.02	GM12878_H3K27ac
chr7	26846000	26848000	2.29	GM12878_H3K27ac
chr7	26848000	26850000	1.87	GM12878_H3K27ac
chr7	26850000	26852000	1.83	GM12878_H3K27ac
chr7	26852000	26854000	2.18	GM12878_H3K27ac
chr7	26854000	26856000	2.15	GM12878_H3K27ac
chr7	26856000	26858000	1.9	GM12878_H3K27ac
chr7	26858000	26860000	1.71	GM12878_H3K27ac
chr7	26860000	26862000	1.86	GM12878_H3K27ac
chr7	26862000	26864000	1.94	GM12878_H3K27ac
chr7	26864000	26866000	2.1	GM12878_H3K27ac
chr7	26866000	26868000	2.03	GM12878_H3K27ac
chr7	26868000	26870000	1.73	GM12878_H3K27ac
chr7	26870000	26872000	2.18	GM12878_H3K27ac
chr7	26872000	26874000	1.85	GM12878_H3K27ac
chr7	26874000	26876000	2.06	GM12878_H3K27ac
chr7	26876000	26878000	2.14	GM12878_H3K27ac
chr7	26878000	26880000	1.99	GM12878_H3K27ac
chr7	26880000	26882000	2.22	GM12878_H3K27ac
chr7	26882000	26884000	1.99	GM12878_H3K27ac
chr7	26884000	26886000	2.11	GM12878_H3K27ac
chr7	26886000	26888000	2.2	GM12878_H3K27ac
chr7	26888000	26890000	1.71	GM12878_H3K27ac
chr7	26890000	26892000	1.94	GM12878_H3K27ac
chr7	26892000	26894000	1.75	GM12878_H3K27ac
chr7	26894000	26896000	1.71	GM12878_H3K27ac
chr7	26896000	26898000	1.9	GM12878_H3K27ac
chr7	26898000	26900000	2.04	GM12878_H3K27ac
chr7	26900000	26902000	1.89	GM12878_H3K27ac
chr7	26902000	26904000	1.74	GM12878_H3K27ac
chr7	26904000	26906000	1.87	GM12878_H3K27ac
chr7	26906000	26908000	2.29	GM12878_H3K27ac
chr7	26908000	26910000	2.26	GM12878_H3K27ac
chr7	26910000	26912000	2.09	GM12878_H3K27ac
chr7	26912000	26914000	2.04	GM12878_H3K27ac
chr7	26914000	26916000	1.89	GM12878_H3K27ac
chr7	26916000	26918000	2.25	GM12878_H3K27ac
chr7	26918000	26920000	2.1	GM12878_H3K27ac
chr7	26920000	26922000	1.83	GM12878_H3K27ac
chr7	26922000	26924000	1.98	GM12878_H3K27ac
chr7	26924000	26926000	2.18	GM12878_H3K27ac
chr7	26926000	26928000	2.13	GM12878_H3K27ac
chr7	26928000	26930000	2.03	GM12878_H3K27ac
chr7	26930000	26932000	2.3	GM12878_H3K27ac
chr7	26932000	26934000	1.7	GM12878_H3K27ac
chr7	26934000	26936000	2.09	GM12878_H3K27ac
chr7	26936000	26938000	2.18	GM12878_H3K27ac
chr7	26938000	26940000	2.1	GM12878_H3K27ac
chr7	26940000	26942000	2.12	GM12878_H3K27ac
chr7	26942000	26944000	2.22	GM12878_H3K27ac
chr7	26944000	26946000	1.97	GM12878_H3K27ac
chr7	26946000	26948000	1.97	GM12878_H3K27ac
chr7	26948000	26950000	1.93	GM12878_H3K27ac
chr7	26950000	26952000	2.21	GM12878_H3K27ac
chr7	26952000	26954000	2.19	GM12878_H3K27ac
chr7	26954000	26956000	2.01	GM12878_H3K27ac
chr7	26956000	26958000	2.2	GM12878_H3K27ac
chr7	26958000	26960000	1.74	GM12878_H3K27ac
chr7	26960000	26962000	2.08	GM12878_H3K27ac
chr7	26962000	26964000	2.13	GM12878_H3K27ac
chr7	26964000	26966000	1.75	GM12878_H3K27ac
chr7	26966000	26968000	1.7	GM12878_H3K27ac
chr7	26968000	26970000	2.13	GM12878_H3K27ac
chr7	26970000	26972000	2.03	GM12878_H3K27ac
chr7	26972000	26974000	1.8	GM12878_H3K27ac
chr7	26974000	26976000	2.14	GM12878_H3K27ac
chr7	26976000	26978000	1.83	GM12878_H3K27ac
chr7	26978000	26980000	1.93	GM12878_H3K27ac
chr7	26980000	26982000	1.75	GM12878_H3K27ac
chr7	26982000	26984000	1.98	GM12878_H3K27ac
chr7	26984000	26986000	2.2	GM12878_H3K27ac
chr7	26986000	26988000	2.58	GM12878_H3K27ac
chr7	26988000	26990000	6.08	GM12878_H3K27ac
chr7	26990000	26992000	16.53	GM12878_H3K27ac
chr7	26992000	26994000	33.32	GM12878_H3K27ac
chr7	26994000	26996000	44.17	GM12878_H3K27ac
chr7	26996000	26998000	32.32	GM12878_H3K27ac
chr7	26998000	27000000	20.31	GM12878_H3K27ac
chr7	27000000	27002000	6.5	GM12878_H3K27ac
chr7	27002000	27004000	3.35	GM12878_H3K27ac
chr7	27004000	27006000	2.37	GM12878_H3K27ac
chr7	27006000	27008000	2.09	GM12878_H3K27ac
chr7	27008000	27010000	1.74	GM12878_H3K27ac
chr7	27010000	27012000	2.04	GM12878_H3K27ac
chr7	27012000	27014000	1.96	GM12878_H3K27ac
chr7	27014000	27016000	1.83	GM12878_H3K27ac
chr7	27016000	27018000	1.71	GM12878_H3K27ac
chr7	27018000	27020000	2.05	GM12878_H3K27ac
chr7	27020000	27022000	2.02	GM12878_H3K27ac
chr7	27022000	27024000	1.85	GM12878_H3K27ac
chr7	27024000	27026000	1.91	GM12878_H3K27ac
chr7	27026000	27028000	1.82	GM12878_H3K27ac
chr7	27028000	27030000	2.06	GM12878_H3K27ac
chr7	27030000	27032000	1.79	GM12878_H3K27ac
chr7	27032000	27034000	2.03	GM12878_H3K27ac
chr7	27034000	27036000	2.01	GM12878_H3K27ac
chr7	27036000	27038000	2.29	GM12878_H3K27ac
chr7	27038000	27040000	2.17	GM12878_H3K27ac
chr7	27040000	27042000	2.15	GM12878_H3K27ac
chr7	27042000	27044000	2.1	GM12878_H3K27ac
chr7	27044000	27046000	1.95	GM12878_H3K27ac
chr7	27046000	27048000	1.73	GM12878_H3K27ac
chr7	27048000	27050000	1.92	GM12878_H3K27ac
chr7	27050000	27052000	1.99	GM12878_H3K27ac
chr7	27052000	27054000	1.98	GM12878_H3K27ac
chr7	27054000	27056000	1.75	GM12878_H3K27ac
chr7	27056000	27058000	1.84	GM12878_H3K27ac
chr7	27058000	27060000	2.01	GM12878_H3K27ac
chr7	27060000	27062000	2.22	GM12878_H3K27ac
chr7	27062000	27064000	2.23	GM12878_H3K27ac
chr7	27064000	27066000	1.87	GM12878_H3K27ac
chr7	27066000	27068000	2.23	GM12878_H3K27ac
chr7	27068000	27070000	1.76	GM12878_H3K27ac
chr7	27070000	27072000	1.95	GM12878_H3K27ac
chr7	27072000	27074000	2.0	GM12878_H3K27ac
chr7	27074000	27076000	2.28	GM12878_H3K27ac
chr7	27076000	27078000	1.84	GM12878_H3K27ac
chr7	27078000	27080000	1.97	GM12878_H3K27ac
chr7	27080000	27082000	1.86	GM12878_H3K27ac
chr7	27082000	27084000	2.11	GM12878_H3K27ac
chr7	27084000	27086000	1.95	GM12878_H3K27ac
chr7	27086000	27088000	2.19	GM12878_H3K27ac
chr7	27088000	27090000	4.43	GM12878_H3K27ac
chr7	27090000	27092000	9.19	GM12878_H3K27ac
chr7	27092000	27094000	25.16	GM12878_H3K27ac
chr7	27094000	27096000	46.4	GM12878_H3K27ac
chr7	27096000	27098000	40.83	GM12878_H3K27ac
chr7	27098000	27100000	45.24	GM12878_H3K27ac
chr7	27100000	27102000	50.11	GM12878_H3K27ac
chr7	27102000	27104000	42.94	GM12878_H3K27ac
chr7	27104000	27106000	33.33	GM12878_H3K27ac
chr7	27106000	27108000	15.64	GM12878_H3K27ac
chr7	27108000	27110000	4.62	GM12878_H3K27ac
chr7	27110000	27112000	2.47	GM12878_H3K27ac
chr7	27112000	27114000	1.76	GM12878_H3K27ac
chr7	27114000	27116000	2.27	GM12878_H3K27ac
chr7	27116000	27118000	2.17	GM12878_H3K27ac
chr7	27118000	27120000	2.13	GM12878_H3K27ac
chr7	27120000	27122000	1.93	GM12878_H3K27ac
chr7	27122000	27124000	3.04	GM12878_H3K27ac
chr7	27124000	27126000	6.45	GM12878_H3K27ac
chr7	27126000	27128000	20.08	GM12878_H3K27ac
chr7	27128000	27130000	30.87	GM12878_H3K27ac
chr7	27130000	27132000	38.71	GM12878_H3K27ac
chr7	27132000	27134000	27.26	GM12878_H3K27ac
chr7	27134000	27136000	15.75	GM12878_H3K27ac
chr7	27136000	27138000	8.15	GM12878_H3K27ac
chr7	27138000	27140000	11.31	GM12878_H3K27ac
chr7	27140000	27142000	25.5	GM12878_H3K27ac
chr7	27142000	27144000	47.65	GM12878_H3K27ac
chr7	27144000	27146000	46.55	GM12878_H3K27ac
chr7	27146000	27148000	41.16	GM12878_H3K27ac
chr7	27148000	27150000	70.03	GM12878_H3K27ac
chr7	27150000	27152000	80.01	GM12878_H3K27ac
chr7	27152000	27154000	87.24	GM12878_H3K27ac
chr7	27154000	27156000	73.16	GM12878_H3K27ac
chr7	27156000	27158000	46.89	GM12878_H3K27ac
chr7	27158000	27160000	48.89	GM12878_H3K27ac
chr7	27160000	27162000	23.98	GM12878_H3K27ac
chr7	27162000	27164000	10.03	GM12878_H3K27ac
chr7	27164000	27166000	4.31	GM12878_H3K27ac
chr7	27166000	27168000	3.18	GM12878_H3K27ac
chr7	27168000	27170000	6.4	GM12878_H3K27ac
chr7	27170000	27172000	16.87	GM12878_H3K27ac
chr7	27172000	27174000	30.59	GM12878_H3K27ac
chr7	27174000	27176000	60.19	GM12878_H3K27ac
chr7	27176000	27178000	68.96	GM12878_H3K27ac
chr7	27178000	27180000	84.92	GM12878_H3K27ac
chr7	27180000	27182000	83.67	GM12878_H3K27ac
chr7	27182000	27184000	75.46	GM12878_H3K27ac
chr7	27184000	27186000	63.24	GM12878_H3K27ac
chr7	27186000	27188000	40.88	GM12878_H3K27ac
chr7	27188000	27190000	17.91	GM12878_H3K27ac
chr7	27190000	27192000	8.14	GM12878_H3K27ac
chr7	27192000	27194000	4.28	GM12878_H3K27ac
chr7	27194000	27196000	9.92	GM12878_H3K27ac
chr7	27196000	27198000	26.29	GM12878_H3K27ac
chr7	27198000	27200000	44.67	GM12878_H3K27ac
chr7	27200000	27202000	34.71	GM12878_H3K27ac
chr7	27202000	27204000	28.94	GM12878_H3K27ac
chr7	27204000	27206000	10.09	GM12878_H3K27ac
chr7	27206000	27208000	4.05	GM12878_H3K27ac
chr7	27208000	27210000	2.3	GM12878_H3K27ac
chr7	27210000	27212000	1.9	GM12878_H3K27ac
chr7	27212000	27214000	1.96	GM12878_H3K27ac
chr7	27214000	27216000	2.02	GM12878_H3K27ac
chr7	27216000	27218000	1.99	GM12878_H3K27ac
chr7	27218000	27220000	1.92	GM12878_H3K27ac
chr7	27220000	27222000	2.15	GM12878_H3K27ac
chr7	27222000	27224000	1.9	GM12878_H3K27ac
chr7	27224000	27226000	2.05	GM12878_H3K27ac
chr7	27226000	27228000	2.21	GM12878_H3K27ac
chr7	27228000	27230000	1.94	GM12878_H3K27ac
chr7	27230000	27232000	2.12	GM12878_H3K27ac
chr7	27232000	27234000	2.07	GM12878_H3K27ac
chr7	27234000	27236000	3.32	GM12878_H3K27ac
chr7	27236000	27238000	6.33	GM12878_H3K27ac
chr7	27238000	27240000	20.52	GM12878_H3K27ac
chr7	27240000	27242000	39.72	GM12878_H3K27ac
chr7	27242000	27244000	43.43	GM12878_H3K27ac
chr7	27244000	27246000	27.17	GM12878_H3K27ac
chr7	27246000	27248000	16.12	GM12878_H3K27ac
chr7	27248000	27250000	5.89	GM12878_H3K27ac
chr7	27250000	27252000	2.58	GM12878_H3K27ac
chr7	27252000	27254000	2.33	GM12878_H3K27ac
chr7	27254000	27256000	1.84	GM12878_H3K27ac
chr7	27256000	27258000	2.02	GM12878_H3K27ac
chr7	27258000	27260000	2.03	GM12878_H3K27ac
chr7	27260000	27262000	1.7	GM12878_H3K27ac
chr7	27262000	27264000	1.87	GM12878_H3K27ac
chr7	27264000	27266000	2.0	GM12878_H3K27ac
chr7	27266000	27268000	1.8	GM12878_H3K27ac
chr7	27268000	27270000	2.17	GM12878_H3K27ac
chr7	27270000	27272000	2.17	GM12878_H3K27ac
chr7	27272000	27274000	1.76	GM12878_H3K27ac
chr7	27274000	27276000	2.01	GM12878_H3K27ac
chr7	27276000	27278000	2.0	GM12878_H3K27ac
chr7	27278000	27280000	2.21	GM12878_H3K27ac
chr7	27280000	27282000	2.05	GM12878_H3K27ac
chr7	27282000	27284000	2.03	GM12878_H3K27ac
chr7	27284000	27286000	2.24	GM12878_H3K27ac
chr7	27286000	27288000	1.92	GM12878_H3K27ac
chr7	27288000	27290000	2.28	GM12878_H3K27ac
chr7	27290000	27292000	2.15	GM12878_H3K27ac
chr7	27292000	27294000	2.23	GM12878_H3K27ac
chr7	27294000	27296000	1.71	GM12878_H3K27ac
chr7	27296000	27298000	2.12	GM12878_H3K27ac
chr7	27298000	27300000	1.99	GM12878_H3K27ac
chr7	27300000	27302000	2.24	GM12878_H3K27ac
chr7	27302000	27304000	2.0	GM12878_H3K27ac
chr7	27304000	27306000	1.8	GM12878_H3K27ac
chr7	27306000	27308000	1.98	GM12878_H3K27ac
chr7	27308000	27310000	1.79	GM12878_H3K27ac
chr7	27310000	27312000	1.73	GM12878_H3K27ac
chr7	27312000	27314000	2.11	GM12878_H3K27ac
chr7	27314000	27316000	1.97	GM12878_H3K27ac
chr7	27316000	27318000	1.96	GM12878_H3K27ac
chr7	27318000	27320000	2.03	GM12878_H3K27ac
chr7	27320000	27322000	2.13	GM12878_H3K27ac
chr7	27322000	27324000	1.83	GM12878_H3K27ac
chr7	27324000	27326000	1.98	GM12878_H3K27ac
chr7	27326000	27328000	1.77	GM12878_H3K27ac
chr7	27328000	27330000	1.78	GM12878_H3K27ac
chr7	27330000	27332000	1.84	GM12878_H3K27ac
chr7	27332000	27334000	2.05	GM12878_H3K27ac
chr7	27334000	27336000	2.02	GM12878_H3K27ac
chr7	27336000	27338000	2.2	GM12878_H3K27ac
chr7	27338000	27340000	2.19	GM12878_H3K27ac
chr7	27340000	27342000	1.82	GM12878_H3K27ac
chr7	27342000	27344000	2.25	GM12878_H3K27ac
chr7	27344000	27346000	2.03	GM12878_H3K27ac
chr7	27346000	27348000	1.92	GM12878_H3K27ac
chr7	27348000	27350000	1.88	GM12878_H3K27ac
chr7	27350000	27352000	1.82	GM12878_H3K27ac
chr7	27352000	27354000	2.01	GM12878_H3K27ac
chr7	27354000	27356000	1.86	GM12878_H3K27ac
chr7	27356000	27358000	1.96	GM12878_H3K27ac
chr7	27358000	27360000	1.91	GM12878_H3K27ac
chr7	27360000	27362000	1.8	GM12878_H3K27ac
chr7	27362000	27364000	2.08	GM12878_H3K27ac
chr7	27364000	27366000	2.3	GM12878_H3K27ac
chr7	27366000	27368000	2.21	GM12878_H3K27ac
chr7	27368000	27370000	2.16	GM12878_H3K27ac
chr7	27370000	27372000	1.77	GM12878_H3K27ac
chr7	27372000	27374000	2.28	GM12878_H3K27ac
chr7	27374000	27376000	2.0	GM12878_H3K27ac
chr7	27376000	27378000	1.91	GM12878_H3K27ac
chr7	27378000	27380000	2.06	GM12878_H3K27ac
chr7	27380000	27382000	1.88	GM12878_H3K27ac
chr7	27382000	27384000	1.96	GM12878_H3K27ac
chr7	27384000	27386000	2.17	GM12878_H3K27ac
chr7	27386000	27388000	2.23	GM12878_H3K27ac
chr7	27388000	27390000	2.22	GM12878_H3K27ac
chr7	27390000	27392000	2.12	GM12878_H3K27ac
chr7	27392000	27394000	2.0	GM12878_H3K27ac
chr7	27394000	27396000	1.81	GM12878_H3K27ac
chr7	27396000	27398000	1.72	GM12878_H3K27ac
chr7	27398000	27400000	2.05	GM12878_H3K27ac
chr7	27400000	27402000	1.78	GM12878_H3K27ac
chr7	27402000	27404000	2.3	GM12878_H3K27ac
chr7	27404000	27406000	2.18	GM12878_H3K27ac
