chrom	start	end	chrom2	start2	end2	count	resolution
chr7	26920000	26930000	chr7	27510000	27520000	1	10000
chr7	26920000	26930000	chr7	27520000	27530000	1	10000
chr7	26920000	26930000	chr7	27530000	27540000	1	10000
chr7	26920000	26930000	chr7	27540000	27550000	1	10000
chr7	26920000	26930000	chr7	27550000	27560000	1	10000
chr7	26920000	26930000	chr7	27580000	27590000	1	10000
chr7	26920000	26930000	chr7	27590000	27600000	1	10000
chr7	26920000	26930000	chr7	27610000	27620000	1	10000
chr7	26920000	26930000	chr7	27620000	27630000	1	10000
chr7	26920000	26930000	chr7	27630000	27640000	1	10000
chr7	26920000	26930000	chr7	27640000	27650000	1	10000
chr7	26930000	26940000	chr7	26930000	26940000	642	10000
chr7	26930000	26940000	chr7	26940000	26950000	273	10000
chr7	26930000	26940000	chr7	26950000	26960000	163	10000
chr7	26930000	26940000	chr7	26960000	26970000	84	10000
chr7	26930000	26940000	chr7	26970000	26980000	54	10000
chr7	26930000	26940000	chr7	26980000	26990000	58	10000
chr7	26930000	26940000	chr7	26990000	27000000	47	10000
chr7	26930000	26940000	chr7	27000000	27010000	40	10000
chr7	26930000	26940000	chr7	27010000	27020000	33	10000
chr7	26930000	26940000	chr7	27020000	27030000	21	10000
chr7	26930000	26940000	chr7	27030000	27040000	24	10000
chr7	26930000	26940000	chr7	27040000	27050000	16	10000
chr7	26930000	26940000	chr7	27050000	27060000	17	10000
chr7	26930000	26940000	chr7	27060000	27070000	17	10000
chr7	26930000	26940000	chr7	27070000	27080000	13	10000
chr7	26930000	26940000	chr7	27080000	27090000	11	10000
chr7	26930000	26940000	chr7	27090000	27100000	4	10000
chr7	26930000	26940000	chr7	27100000	27110000	4	10000
chr7	26930000	26940000	chr7	27110000	27120000	3	10000
chr7	26930000	26940000	chr7	27120000	27130000	4	10000
chr7	26930000	26940000	chr7	27130000	27140000	4	10000
chr7	26930000	26940000	chr7	27140000	27150000	3	10000
chr7	26930000	26940000	chr7	27150000	27160000	3	10000
chr7	26930000	26940000	chr7	27160000	27170000	3	10000
chr7	26930000	26940000	chr7	27170000	27180000	3	10000
chr7	26930000	26940000	chr7	27180000	27190000	3	10000
chr7	26930000	26940000	chr7	27190000	27200000	2	10000
chr7	26930000	26940000	chr7	27200000	27210000	2	10000
chr7	26930000	26940000	chr7	27210000	27220000	2	10000
chr7	26930000	26940000	chr7	27220000	27230000	2	10000
chr7	26930000	26940000	chr7	27230000	27240000	2	10000
chr7	26930000	26940000	chr7	27240000	27250000	2	10000
chr7	26930000	26940000	chr7	27250000	27260000	2	10000
chr7	26930000	26940000	chr7	27260000	27270000	1	10000
chr7	26930000	26940000	chr7	27270000	27280000	1	10000
chr7	26930000	26940000	chr7	27280000	27290000	2	10000
chr7	26930000	26940000	chr7	27290000	27300000	1	10000
chr7	26930000	26940000	chr7	27300000	27310000	1	10000
chr7	26930000	26940000	chr7	27310000	27320000	1	10000
chr7	26930000	26940000	chr7	27320000	27330000	1	10000
chr7	26930000	26940000	chr7	27330000	27340000	1	10000
chr7	26930000	26940000	chr7	27340000	27350000	1	10000
chr7	26930000	26940000	chr7	27350000	27360000	1	10000
chr7	26930000	26940000	chr7	27360000	27370000	1	10000
chr7	26930000	26940000	chr7	27370000	27380000	1	10000
chr7	26930000	26940000	chr7	27380000	27390000	1	10000
chr7	26930000	26940000	chr7	27390000	27400000	1	10000
chr7	26930000	26940000	chr7	27400000	27410000	1	10000
chr7	26930000	26940000	chr7	27410000	27420000	1	10000
chr7	26930000	26940000	chr7	27420000	27430000	1	10000
chr7	26930000	26940000	chr7	27430000	27440000	1	10000
chr7	26930000	26940000	chr7	27440000	27450000	1	10000
chr7	26930000	26940000	chr7	27450000	27460000	1	10000
chr7	26930000	26940000	chr7	27460000	27470000	1	10000
chr7	26930000	26940000	chr7	27470000	27480000	1	10000
chr7	26930000	26940000	chr7	27480000	27490000	1	10000
chr7	26930000	26940000	chr7	27490000	27500000	1	10000
chr7	26930000	26940000	chr7	27500000	27510000	1	10000
chr7	26930000	26940000	chr7	27510000	27520000	1	10000
chr7	26930000	26940000	chr7	27520000	27530000	1	10000
chr7	26930000	26940000	chr7	27530000	27540000	1	10000
chr7	26930000	26940000	chr7	27540000	27550000	1	10000
chr7	26930000	26940000	chr7	27550000	27560000	1	10000
chr7	26930000	26940000	chr7	27560000	27570000	1	10000
chr7	26930000	26940000	chr7	27570000	27580000	1	10000
chr7	26930000	26940000	chr7	27580000	27590000	1	10000
chr7	26930000	26940000	chr7	27600000	27610000	1	10000
chr7	26930000	26940000	chr7	27610000	27620000	1	10000
chr7	26930000	26940000	chr7	27620000	27630000	1	10000
chr7	26930000	26940000	chr7	27640000	27650000	1	10000
chr7	26930000	26940000	chr7	27690000	27700000	1	10000
chr7	26940000	26950000	chr7	26940000	26950000	683	10000
chr7	26940000	26950000	chr7	26950000	26960000	309	10000
chr7	26940000	26950000	chr7	26960000	26970000	142	10000
chr7	26940000	26950000	chr7	26970000	26980000	90	10000
chr7	26940000	26950000	chr7	26980000	26990000	78	10000
chr7	26940000	26950000	chr7	26990000	27000000	52	10000
chr7	26940000	26950000	chr7	27000000	27010000	40	10000
chr7	26940000	26950000	chr7	27010000	27020000	29	10000
chr7	26940000	26950000	chr7	27020000	27030000	25	10000
chr7	26940000	26950000	chr7	27030000	27040000	19	10000
chr7	26940000	26950000	chr7	27040000	27050000	23	10000
chr7	26940000	26950000	chr7	27050000	27060000	21	10000
chr7	26940000	26950000	chr7	27060000	27070000	19	10000
chr7	26940000	26950000	chr7	27070000	27080000	15	10000
chr7	26940000	26950000	chr7	27080000	27090000	12	10000
chr7	26940000	26950000	chr7	27090000	27100000	5	10000
chr7	26940000	26950000	chr7	27100000	27110000	4	10000
chr7	26940000	26950000	chr7	27110000	27120000	4	10000
chr7	26940000	26950000	chr7	27120000	27130000	4	10000
chr7	26940000	26950000	chr7	27130000	27140000	3	10000
chr7	26940000	26950000	chr7	27140000	27150000	3	10000
chr7	26940000	26950000	chr7	27150000	27160000	3	10000
chr7	26940000	26950000	chr7	27160000	27170000	3	10000
chr7	26940000	26950000	chr7	27170000	27180000	3	10000
chr7	26940000	26950000	chr7	27180000	27190000	2	10000
chr7	26940000	26950000	chr7	27190000	27200000	2	10000
chr7	26940000	26950000	chr7	27200000	27210000	2	10000
chr7	26940000	26950000	chr7	27210000	27220000	2	10000
chr7	26940000	26950000	chr7	27220000	27230000	2	10000
chr7	26940000	26950000	chr7	27230000	27240000	2	10000
chr7	26940000	26950000	chr7	27240000	27250000	2	10000
chr7	26940000	26950000	chr7	27250000	27260000	2	10000
chr7	26940000	26950000	chr7	27260000	27270000	2	10000
chr7	26940000	26950000	chr7	27270000	27280000	1	10000
chr7	26940000	26950000	chr7	27280000	27290000	1	10000
chr7	26940000	26950000	chr7	27290000	27300000	1	10000
chr7	26940000	26950000	chr7	27300000	27310000	1	10000
chr7	26940000	26950000	chr7	27310000	27320000	1	10000
chr7	26940000	26950000	chr7	27320000	27330000	1	10000
chr7	26940000	26950000	chr7	27330000	27340000	1	10000
chr7	26940000	26950000	chr7	27340000	27350000	1	10000
chr7	26940000	26950000	chr7	27350000	27360000	1	10000
chr7	26940000	26950000	chr7	27360000	27370000	1	10000
chr7	26940000	26950000	chr7	27370000	27380000	1	10000
chr7	26940000	26950000	chr7	27380000	27390000	1	10000
chr7	26940000	26950000	chr7	27390000	27400000	1	10000
chr7	26940000	26950000	chr7	27400000	27410000	1	10000
chr7	26940000	26950000	chr7	27410000	27420000	1	10000
chr7	26940000	26950000	chr7	27420000	27430000	1	10000
chr7	26940000	26950000	chr7	27430000	27440000	1	10000
chr7	26940000	26950000	chr7	27440000	27450000	1	10000
chr7	26940000	26950000	chr7	27450000	27460000	1	10000
chr7	26940000	26950000	chr7	27460000	27470000	1	10000
chr7	26940000	26950000	chr7	27470000	27480000	1	10000
chr7	26940000	26950000	chr7	27480000	27490000	1	10000
chr7	26940000	26950000	chr7	27490000	27500000	1	10000
chr7	26940000	26950000	chr7	27500000	27510000	1	10000
chr7	26940000	26950000	chr7	27510000	27520000	1	10000
chr7	26940000	26950000	chr7	27520000	27530000	1	10000
chr7	26940000	26950000	chr7	27530000	27540000	1	10000
chr7	26940000	26950000	chr7	27540000	27550000	1	10000
chr7	26940000	26950000	chr7	27550000	27560000	1	10000
chr7	26940000	26950000	chr7	27560000	27570000	1	10000
chr7	26940000	26950000	chr7	27570000	27580000	1	10000
chr7	26940000	26950000	chr7	27580000	27590000	1	10000
chr7	26940000	26950000	chr7	27590000	27600000	1	10000
chr7	26940000	26950000	chr7	27600000	27610000	1	10000
chr7	26940000	26950000	chr7	27620000	27630000	1	10000
chr7	26940000	26950000	chr7	27640000	27650000	1	10000
chr7	26950000	26960000	chr7	26950000	26960000	697	10000
chr7	26950000	26960000	chr7	26960000	26970000	248	10000
chr7	26950000	26960000	chr7	26970000	26980000	122	10000
chr7	26950000	26960000	chr7	26980000	26990000	90	10000
chr7	26950000	26960000	chr7	26990000	27000000	74	10000
chr7	26950000	26960000	chr7	27000000	27010000	57	10000
chr7	26950000	26960000	chr7	27010000	27020000	45	10000
chr7	26950000	26960000	chr7	27020000	27030000	28	10000
chr7	26950000	26960000	chr7	27030000	27040000	30	10000
chr7	26950000	26960000	chr7	27040000	27050000	21	10000
chr7	26950000	26960000	chr7	27050000	27060000	19	10000
chr7	26950000	26960000	chr7	27060000	27070000	18	10000
chr7	26950000	26960000	chr7	27070000	27080000	17	10000
chr7	26950000	26960000	chr7	27080000	27090000	12	10000
chr7	26950000	26960000	chr7	27090000	27100000	5	10000
chr7	26950000	26960000	chr7	27100000	27110000	5	10000
chr7	26950000	26960000	chr7	27110000	27120000	4	10000
chr7	26950000	26960000	chr7	27120000	27130000	5	10000
chr7	26950000	26960000	chr7	27130000	27140000	4	10000
chr7	26950000	26960000	chr7	27140000	27150000	3	10000
chr7	26950000	26960000	chr7	27150000	27160000	3	10000
chr7	26950000	26960000	chr7	27160000	27170000	3	10000
chr7	26950000	26960000	chr7	27170000	27180000	3	10000
chr7	26950000	26960000	chr7	27180000	27190000	3	10000
chr7	26950000	26960000	chr7	27190000	27200000	3	10000
chr7	26950000	26960000	chr7	27200000	27210000	2	10000
chr7	26950000	26960000	chr7	27210000	27220000	2	10000
chr7	26950000	26960000	chr7	27220000	27230000	2	10000
chr7	26950000	26960000	chr7	27230000	27240000	2	10000
chr7	26950000	26960000	chr7	27240000	27250000	2	10000
chr7	26950000	26960000	chr7	27250000	27260000	2	10000
chr7	26950000	26960000	chr7	27260000	27270000	1	10000
chr7	26950000	26960000	chr7	27270000	27280000	1	10000
chr7	26950000	26960000	chr7	27280000	27290000	2	10000
chr7	26950000	26960000	chr7	27290000	27300000	2	10000
chr7	26950000	26960000	chr7	27300000	27310000	1	10000
chr7	26950000	26960000	chr7	27310000	27320000	1	10000
chr7	26950000	26960000	chr7	27320000	27330000	1	10000
chr7	26950000	26960000	chr7	27330000	27340000	1	10000
chr7	26950000	26960000	chr7	27340000	27350000	1	10000
chr7	26950000	26960000	chr7	27350000	27360000	1	10000
chr7	26950000	26960000	chr7	27360000	27370000	1	10000
chr7	26950000	26960000	chr7	27370000	27380000	1	10000
chr7	26950000	26960000	chr7	27380000	27390000	1	10000
chr7	26950000	26960000	chr7	27390000	27400000	1	10000
chr7	26950000	26960000	chr7	27400000	27410000	1	10000
chr7	26950000	26960000	chr7	27410000	27420000	1	10000
chr7	26950000	26960000	chr7	27420000	27430000	1	10000
chr7	26950000	26960000	chr7	27430000	27440000	1	10000
chr7	26950000	26960000	chr7	27440000	27450000	1	10000
chr7	26950000	26960000	chr7	27450000	27460000	1	10000
chr7	26950000	26960000	chr7	27460000	27470000	1	10000
chr7	26950000	26960000	chr7	27470000	27480000	1	10000
chr7	26950000	26960000	chr7	27480000	27490000	1	10000
chr7	26950000	26960000	chr7	27490000	27500000	1	10000
chr7	26950000	26960000	chr7	27500000	27510000	1	10000
chr7	26950000	26960000	chr7	27510000	27520000	1	10000
chr7	26950000	26960000	chr7	27520000	27530000	1	10000
chr7	26950000	26960000	chr7	27530000	27540000	1	10000
chr7	26950000	26960000	chr7	27540000	27550000	1	10000
chr7	26950000	26960000	chr7	27550000	27560000	1	10000
chr7	26950000	26960000	chr7	27560000	27570000	1	10000
chr7	26950000	26960000	chr7	27570000	27580000	1	10000
chr7	26950000	26960000	chr7	27580000	27590000	1	10000
chr7	26950000	26960000	chr7	27590000	27600000	1	10000
chr7	26950000	26960000	chr7	27600000	27610000	1	10000
chr7	26950000	26960000	chr7	27620000	27630000	1	10000
chr7	26950000	26960000	chr7	27630000	27640000	1	10000
chr7	26950000	26960000	chr7	27640000	27650000	1	10000
chr7	26950000	26960000	chr7	27660000	27670000	1	10000
chr7	26960000	26970000	chr7	26960000	26970000	657	10000
chr7	26960000	26970000	chr7	26970000	26980000	274	10000
chr7	26960000	26970000	chr7	26980000	26990000	145	10000
chr7	26960000	26970000	chr7	26990000	27000000	92	10000
chr7	26960000	26970000	chr7	27000000	27010000	77	10000
chr7	26960000	26970000	chr7	27010000	27020000	58	10000
chr7	26960000	26970000	chr7	27020000	27030000	41	10000
chr7	26960000	26970000	chr7	27030000	27040000	37	10000
chr7	26960000	26970000	chr7	27040000	27050000	27	10000
chr7	26960000	26970000	chr7	27050000	27060000	20	10000
chr7	26960000	26970000	chr7	27060000	27070000	17	10000
chr7	26960000	26970000	chr7	27070000	27080000	19	10000
chr7	26960000	26970000	chr7	27080000	27090000	16	10000
chr7	26960000	26970000	chr7	27090000	27100000	6	10000
chr7	26960000	26970000	chr7	27100000	27110000	5	10000
chr7	26960000	26970000	chr7	27110000	27120000	5	10000
chr7	26960000	26970000	chr7	27120000	27130000	4	10000
chr7	26960000	26970000	chr7	27130000	27140000	4	10000
chr7	26960000	26970000	chr7	27140000	27150000	4	10000
chr7	26960000	26970000	chr7	27150000	27160000	3	10000
chr7	26960000	26970000	chr7	27160000	27170000	3	10000
chr7	26960000	26970000	chr7	27170000	27180000	2	10000
chr7	26960000	26970000	chr7	27180000	27190000	3	10000
chr7	26960000	26970000	chr7	27190000	27200000	2	10000
chr7	26960000	26970000	chr7	27200000	27210000	2	10000
chr7	26960000	26970000	chr7	27210000	27220000	2	10000
chr7	26960000	26970000	chr7	27220000	27230000	2	10000
chr7	26960000	26970000	chr7	27230000	27240000	2	10000
chr7	26960000	26970000	chr7	27240000	27250000	2	10000
chr7	26960000	26970000	chr7	27250000	27260000	2	10000
chr7	26960000	26970000	chr7	27260000	27270000	1	10000
chr7	26960000	26970000	chr7	27270000	27280000	2	10000
chr7	26960000	26970000	chr7	27280000	27290000	2	10000
chr7	26960000	26970000	chr7	27290000	27300000	1	10000
chr7	26960000	26970000	chr7	27300000	27310000	1	10000
chr7	26960000	26970000	chr7	27310000	27320000	1	10000
chr7	26960000	26970000	chr7	27320000	27330000	1	10000
chr7	26960000	26970000	chr7	27330000	27340000	1	10000
chr7	26960000	26970000	chr7	27340000	27350000	1	10000
chr7	26960000	26970000	chr7	27350000	27360000	1	10000
chr7	26960000	26970000	chr7	27360000	27370000	1	10000
chr7	26960000	26970000	chr7	27370000	27380000	1	10000
chr7	26960000	26970000	chr7	27380000	27390000	1	10000
chr7	26960000	26970000	chr7	27390000	27400000	1	10000
chr7	26960000	26970000	chr7	27400000	27410000	1	10000
chr7	26960000	26970000	chr7	27410000	27420000	1	10000
chr7	26960000	26970000	chr7	27420000	27430000	1	10000
chr7	26960000	26970000	chr7	27430000	27440000	1	10000
chr7	26960000	26970000	chr7	27440000	27450000	1	10000
chr7	26960000	26970000	chr7	27450000	27460000	1	10000
chr7	26960000	26970000	chr7	27460000	27470000	1	10000
chr7	26960000	26970000	chr7	27470000	27480000	1	10000
chr7	26960000	26970000	chr7	27480000	27490000	1	10000
chr7	26960000	26970000	chr7	27490000	27500000	1	10000
chr7	26960000	26970000	chr7	27500000	27510000	1	10000
chr7	26960000	26970000	chr7	27510000	27520000	1	10000
chr7	26960000	26970000	chr7	27520000	27530000	1	10000
chr7	26960000	26970000	chr7	27530000	27540000	1	10000
chr7	26960000	26970000	chr7	27540000	27550000	1	10000
chr7	26960000	26970000	chr7	27550000	27560000	1	10000
chr7	26960000	26970000	chr7	27560000	27570000	1	10000
chr7	26960000	26970000	chr7	27570000	27580000	1	10000
chr7	26960000	26970000	chr7	27590000	27600000	1	10000
chr7	26960000	26970000	chr7	27600000	27610000	1	10000
chr7	26960000	26970000	chr7	27610000	27620000	1	10000
chr7	26960000	26970000	chr7	27620000	27630000	1	10000
chr7	26960000	26970000	chr7	27630000	27640000	1	10000
chr7	26960000	26970000	chr7	27640000	27650000	1	10000
chr7	26960000	26970000	chr7	27650000	27660000	1	10000
chr7	26960000	26970000	chr7	27690000	27700000	1	10000
chr7	26970000	26980000	chr7	26970000	26980000	735	10000
chr7	26970000	26980000	chr7	26980000	26990000	235	10000
chr7	26970000	26980000	chr7	26990000	27000000	134	10000
chr7	26970000	26980000	chr7	27000000	27010000	108	10000
chr7	26970000	26980000	chr7	27010000	27020000	75	10000
chr7	26970000	26980000	chr7	27020000	27030000	55	10000
chr7	26970000	26980000	chr7	27030000	27040000	44	10000
chr7	26970000	26980000	chr7	27040000	27050000	30	10000
chr7	26970000	26980000	chr7	27050000	27060000	33	10000
chr7	26970000	26980000	chr7	27060000	27070000	22	10000
chr7	26970000	26980000	chr7	27070000	27080000	18	10000
chr7	26970000	26980000	chr7	27080000	27090000	15	10000
chr7	26970000	26980000	chr7	27090000	27100000	6	10000
chr7	26970000	26980000	chr7	27100000	27110000	6	10000
chr7	26970000	26980000	chr7	27110000	27120000	5	10000
chr7	26970000	26980000	chr7	27120000	27130000	5	10000
chr7	26970000	26980000	chr7	27130000	27140000	5	10000
chr7	26970000	26980000	chr7	27140000	27150000	4	10000
chr7	26970000	26980000	chr7	27150000	27160000	4	10000
chr7	26970000	26980000	chr7	27160000	27170000	3	10000
chr7	26970000	26980000	chr7	27170000	27180000	3	10000
chr7	26970000	26980000	chr7	27180000	27190000	3	10000
chr7	26970000	26980000	chr7	27190000	27200000	2	10000
chr7	26970000	26980000	chr7	27200000	27210000	2	10000
chr7	26970000	26980000	chr7	27210000	27220000	2	10000
chr7	26970000	26980000	chr7	27220000	27230000	3	10000
chr7	26970000	26980000	chr7	27230000	27240000	2	10000
chr7	26970000	26980000	chr7	27240000	27250000	2	10000
chr7	26970000	26980000	chr7	27250000	27260000	2	10000
chr7	26970000	26980000	chr7	27260000	27270000	2	10000
chr7	26970000	26980000	chr7	27270000	27280000	2	10000
chr7	26970000	26980000	chr7	27280000	27290000	2	10000
chr7	26970000	26980000	chr7	27290000	27300000	2	10000
chr7	26970000	26980000	chr7	27300000	27310000	1	10000
chr7	26970000	26980000	chr7	27310000	27320000	1	10000
chr7	26970000	26980000	chr7	27320000	27330000	1	10000
chr7	26970000	26980000	chr7	27330000	27340000	1	10000
chr7	26970000	26980000	chr7	27340000	27350000	1	10000
chr7	26970000	26980000	chr7	27350000	27360000	1	10000
chr7	26970000	26980000	chr7	27360000	27370000	1	10000
chr7	26970000	26980000	chr7	27370000	27380000	1	10000
chr7	26970000	26980000	chr7	27380000	27390000	1	10000
chr7	26970000	26980000	chr7	27390000	27400000	1	10000
chr7	26970000	26980000	chr7	27400000	27410000	1	10000
chr7	26970000	26980000	chr7	27410000	27420000	1	10000
chr7	26970000	26980000	chr7	27420000	27430000	1	10000
chr7	26970000	26980000	chr7	27430000	27440000	1	10000
chr7	26970000	26980000	chr7	27440000	27450000	1	10000
chr7	26970000	26980000	chr7	27450000	27460000	1	10000
chr7	26970000	26980000	chr7	27460000	27470000	1	10000
chr7	26970000	26980000	chr7	27470000	27480000	1	10000
chr7	26970000	26980000	chr7	27480000	27490000	1	10000
chr7	26970000	26980000	chr7	27490000	27500000	1	10000
chr7	26970000	26980000	chr7	27500000	27510000	1	10000
chr7	26970000	26980000	chr7	27510000	27520000	1	10000
chr7	26970000	26980000	chr7	27520000	27530000	1	10000
chr7	26970000	26980000	chr7	27530000	27540000	1	10000
chr7	26970000	26980000	chr7	27540000	27550000	1	10000
chr7	26970000	26980000	chr7	27550000	27560000	1	10000
chr7	26970000	26980000	chr7	27560000	27570000	1	10000
chr7	26970000	26980000	chr7	27570000	27580000	1	10000
chr7	26970000	26980000	chr7	27580000	27590000	1	10000
chr7	26970000	26980000	chr7	27600000	27610000	1	10000
chr7	26970000	26980000	chr7	27610000	27620000	1	10000
chr7	26970000	26980000	chr7	27630000	27640000	1	10000
chr7	26970000	26980000	chr7	27650000	27660000	1	10000
chr7	26970000	26980000	chr7	27680000	27690000	1	10000
chr7	26970000	26980000	chr7	27690000	27700000	1	10000
chr7	26980000	26990000	chr7	26980000	26990000	851	10000
chr7	26980000	26990000	chr7	26990000	27000000	223	10000
chr7	26980000	26990000	chr7	27000000	27010000	155	10000
chr7	26980000	26990000	chr7	27010000	27020000	106	10000
chr7	26980000	26990000	chr7	27020000	27030000	75	10000
chr7	26980000	26990000	chr7	27030000	27040000	44	10000
chr7	26980000	26990000	chr7	27040000	27050000	42	10000
chr7	26980000	26990000	chr7	27050000	27060000	34	10000
chr7	26980000	26990000	chr7	27060000	27070000	32	10000
chr7	26980000	26990000	chr7	27070000	27080000	19	10000
chr7	26980000	26990000	chr7	27080000	27090000	17	10000
chr7	26980000	26990000	chr7	27090000	27100000	7	10000
chr7	26980000	26990000	chr7	27100000	27110000	6	10000
chr7	26980000	26990000	chr7	27110000	27120000	6	10000
chr7	26980000	26990000	chr7	27120000	27130000	5	10000
chr7	26980000	26990000	chr7	27130000	27140000	5	10000
chr7	26980000	26990000	chr7	27140000	27150000	5	10000
chr7	26980000	26990000	chr7	27150000	27160000	4	10000
chr7	26980000	26990000	chr7	27160000	27170000	4	10000
chr7	26980000	26990000	chr7	27170000	27180000	3	10000
chr7	26980000	26990000	chr7	27180000	27190000	3	10000
chr7	26980000	26990000	chr7	27190000	27200000	2	10000
chr7	26980000	26990000	chr7	27200000	27210000	3	10000
chr7	26980000	26990000	chr7	27210000	27220000	2	10000
chr7	26980000	26990000	chr7	27220000	27230000	3	10000
chr7	26980000	26990000	chr7	27230000	27240000	2	10000
chr7	26980000	26990000	chr7	27240000	27250000	2	10000
chr7	26980000	26990000	chr7	27250000	27260000	2	10000
chr7	26980000	26990000	chr7	27260000	27270000	2	10000
chr7	26980000	26990000	chr7	27270000	27280000	2	10000
chr7	26980000	26990000	chr7	27280000	27290000	2	10000
chr7	26980000	26990000	chr7	27290000	27300000	2	10000
chr7	26980000	26990000	chr7	27300000	27310000	2	10000
chr7	26980000	26990000	chr7	27310000	27320000	1	10000
chr7	26980000	26990000	chr7	27320000	27330000	1	10000
chr7	26980000	26990000	chr7	27330000	27340000	1	10000
chr7	26980000	26990000	chr7	27340000	27350000	1	10000
chr7	26980000	26990000	chr7	27350000	27360000	1	10000
chr7	26980000	26990000	chr7	27360000	27370000	1	10000
chr7	26980000	26990000	chr7	27370000	27380000	1	10000
chr7	26980000	26990000	chr7	27380000	27390000	1	10000
chr7	26980000	26990000	chr7	27390000	27400000	1	10000
chr7	26980000	26990000	chr7	27400000	27410000	1	10000
chr7	26980000	26990000	chr7	27410000	27420000	1	10000
chr7	26980000	26990000	chr7	27420000	27430000	1	10000
chr7	26980000	26990000	chr7	27430000	27440000	1	10000
chr7	26980000	26990000	chr7	27440000	27450000	1	10000
chr7	26980000	26990000	chr7	27450000	27460000	1	10000
chr7	26980000	26990000	chr7	27460000	27470000	1	10000
chr7	26980000	26990000	chr7	27470000	27480000	1	10000
chr7	26980000	26990000	chr7	27480000	27490000	1	10000
chr7	26980000	26990000	chr7	27490000	27500000	1	10000
chr7	26980000	26990000	chr7	27500000	27510000	1	10000
chr7	26980000	26990000	chr7	27510000	27520000	1	10000
chr7	26980000	26990000	chr7	27520000	27530000	1	10000
chr7	26980000	26990000	chr7	27530000	27540000	1	10000
chr7	26980000	26990000	chr7	27540000	27550000	1	10000
chr7	26980000	26990000	chr7	27550000	27560000	1	10000
chr7	26980000	26990000	chr7	27560000	27570000	1	10000
chr7	26980000	26990000	chr7	27570000	27580000	1	10000
chr7	26980000	26990000	chr7	27580000	27590000	1	10000
chr7	26980000	26990000	chr7	27590000	27600000	1	10000
chr7	26980000	26990000	chr7	27600000	27610000	1	10000
chr7	26980000	26990000	chr7	27620000	27630000	1	10000
chr7	26980000	26990000	chr7	27630000	27640000	1	10000
chr7	26980000	26990000	chr7	27640000	27650000	1	10000
chr7	26980000	26990000	chr7	27650000	27660000	1	10000
chr7	26980000	26990000	chr7	27660000	27670000	1	10000
chr7	26980000	26990000	chr7	27670000	27680000	1	10000
chr7	26980000	26990000	chr7	27730000	27740000	1	10000
chr7	26990000	27000000	chr7	26990000	27000000	627	10000
chr7	26990000	27000000	chr7	27000000	27010000	297	10000
chr7	26990000	27000000	chr7	27010000	27020000	137	10000
chr7	26990000	27000000	chr7	27020000	27030000	99	10000
chr7	26990000	27000000	chr7	27030000	27040000	69	10000
chr7	26990000	27000000	chr7	27040000	27050000	41	10000
chr7	26990000	27000000	chr7	27050000	27060000	35	10000
chr7	26990000	27000000	chr7	27060000	27070000	33	10000
chr7	26990000	27000000	chr7	27070000	27080000	24	10000
chr7	26990000	27000000	chr7	27080000	27090000	23	10000
chr7	26990000	27000000	chr7	27090000	27100000	8	10000
chr7	26990000	27000000	chr7	27100000	27110000	8	10000
chr7	26990000	27000000	chr7	27110000	27120000	7	10000
chr7	26990000	27000000	chr7	27120000	27130000	6	10000
chr7	26990000	27000000	chr7	27130000	27140000	6	10000
chr7	26990000	27000000	chr7	27140000	27150000	5	10000
chr7	26990000	27000000	chr7	27150000	27160000	4	10000
chr7	26990000	27000000	chr7	27160000	27170000	4	10000
chr7	26990000	27000000	chr7	27170000	27180000	4	10000
chr7	26990000	27000000	chr7	27180000	27190000	3	10000
chr7	26990000	27000000	chr7	27190000	27200000	3	10000
chr7	26990000	27000000	chr7	27200000	27210000	2	10000
chr7	26990000	27000000	chr7	27210000	27220000	3	10000
chr7	26990000	27000000	chr7	27220000	27230000	2	10000
chr7	26990000	27000000	chr7	27230000	27240000	2	10000
chr7	26990000	27000000	chr7	27240000	27250000	3	10000
chr7	26990000	27000000	chr7	27250000	27260000	2	10000
chr7	26990000	27000000	chr7	27260000	27270000	2	10000
chr7	26990000	27000000	chr7	27270000	27280000	2	10000
chr7	26990000	27000000	chr7	27280000	27290000	2	10000
chr7	26990000	27000000	chr7	27290000	27300000	2	10000
chr7	26990000	27000000	chr7	27300000	27310000	2	10000
chr7	26990000	27000000	chr7	27310000	27320000	2	10000
chr7	26990000	27000000	chr7	27320000	27330000	2	10000
chr7	26990000	27000000	chr7	27330000	27340000	1	10000
chr7	26990000	27000000	chr7	27340000	27350000	2	10000
chr7	26990000	27000000	chr7	27350000	27360000	1	10000
chr7	26990000	27000000	chr7	27360000	27370000	1	10000
chr7	26990000	27000000	chr7	27370000	27380000	1	10000
chr7	26990000	27000000	chr7	27380000	27390000	1	10000
chr7	26990000	27000000	chr7	27390000	27400000	1	10000
chr7	26990000	27000000	chr7	27400000	27410000	1	10000
chr7	26990000	27000000	chr7	27410000	27420000	1	10000
chr7	26990000	27000000	chr7	27420000	27430000	1	10000
chr7	26990000	27000000	chr7	27430000	27440000	1	10000
chr7	26990000	27000000	chr7	27440000	27450000	1	10000
chr7	26990000	27000000	chr7	27450000	27460000	1	10000
chr7	26990000	27000000	chr7	27460000	27470000	1	10000
chr7	26990000	27000000	chr7	27470000	27480000	1	10000
chr7	26990000	27000000	chr7	27480000	27490000	1	10000
chr7	26990000	27000000	chr7	27490000	27500000	1	10000
chr7	26990000	27000000	chr7	27500000	27510000	1	10000
