chromosome	position	end	depth	sample
chr12	6601350	6601400	11	CTRL_rep1
chr12	6601400	6601450	9	CTRL_rep1
chr12	6601450	6601500	13	CTRL_rep1
chr12	6601500	6601550	10	CTRL_rep1
chr12	6601550	6601600	11	CTRL_rep1
chr12	6601600	6601650	10	CTRL_rep1
chr12	6601650	6601700	11	CTRL_rep1
chr12	6601700	6601750	13	CTRL_rep1
chr12	6601750	6601800	11	CTRL_rep1
chr12	6601800	6601850	12	CTRL_rep1
chr12	6601850	6601900	10	CTRL_rep1
chr12	6601900	6601950	10	CTRL_rep1
chr12	6601950	6602000	10	CTRL_rep1
chr12	6602000	6602050	10	CTRL_rep1
chr12	6602050	6602100	9	CTRL_rep1
chr12	6602100	6602150	12	CTRL_rep1
chr12	6602150	6602200	12	CTRL_rep1
chr12	6602200	6602250	10	CTRL_rep1
chr12	6602250	6602300	10	CTRL_rep1
chr12	6602300	6602350	13	CTRL_rep1
chr12	6602350	6602400	11	CTRL_rep1
chr12	6602400	6602450	13	CTRL_rep1
chr12	6602450	6602500	12	CTRL_rep1
chr12	6602500	6602550	13	CTRL_rep1
chr12	6602550	6602600	13	CTRL_rep1
chr12	6602600	6602650	11	CTRL_rep1
chr12	6602650	6602700	10	CTRL_rep1
chr12	6602700	6602750	9	CTRL_rep1
chr12	6602750	6602800	10	CTRL_rep1
chr12	6602800	6602850	11	CTRL_rep1
chr12	6602850	6602900	12	CTRL_rep1
chr12	6602900	6602950	9	CTRL_rep1
chr12	6602950	6603000	11	CTRL_rep1
chr12	6603000	6603050	13	CTRL_rep1
chr12	6603050	6603100	11	CTRL_rep1
chr12	6603100	6603150	10	CTRL_rep1
chr12	6603150	6603200	9	CTRL_rep1
chr12	6603200	6603250	12	CTRL_rep1
chr12	6603250	6603300	13	CTRL_rep1
chr12	6603300	6603350	10	CTRL_rep1
chr12	6603350	6603400	10	CTRL_rep1
chr12	6603400	6603450	11	CTRL_rep1
chr12	6603450	6603500	11	CTRL_rep1
chr12	6603500	6603550	9	CTRL_rep1
chr12	6603550	6603600	8	CTRL_rep1
chr12	6603600	6603650	10	CTRL_rep1
chr12	6603650	6603700	12	CTRL_rep1
chr12	6603700	6603750	9	CTRL_rep1
chr12	6603750	6603800	10	CTRL_rep1
chr12	6603800	6603850	9	CTRL_rep1
chr12	6603850	6603900	10	CTRL_rep1
chr12	6603900	6603950	10	CTRL_rep1
chr12	6603950	6604000	9	CTRL_rep1
chr12	6604000	6604050	9	CTRL_rep1
chr12	6604050	6604100	215	CTRL_rep1
chr12	6604100	6604150	260	CTRL_rep1
chr12	6604150	6604200	267	CTRL_rep1
chr12	6604200	6604250	274	CTRL_rep1
chr12	6604250	6604300	9	CTRL_rep1
chr12	6604300	6604350	9	CTRL_rep1
chr12	6604350	6604400	8	CTRL_rep1
chr12	6604400	6604450	11	CTRL_rep1
chr12	6604450	6604500	10	CTRL_rep1
chr12	6604500	6604550	10	CTRL_rep1
chr12	6604550	6604600	9	CTRL_rep1
chr12	6604600	6604650	8	CTRL_rep1
chr12	6604650	6604700	10	CTRL_rep1
chr12	6604700	6604750	9	CTRL_rep1
chr12	6604750	6604800	8	CTRL_rep1
chr12	6604800	6604850	10	CTRL_rep1
chr12	6604850	6604900	10	CTRL_rep1
chr12	6604900	6604950	9	CTRL_rep1
chr12	6604950	6605000	8	CTRL_rep1
chr12	6605000	6605050	12	CTRL_rep1
chr12	6605050	6605100	9	CTRL_rep1
chr12	6605100	6605150	10	CTRL_rep1
chr12	6605150	6605200	7	CTRL_rep1
chr12	6605200	6605250	8	CTRL_rep1
chr12	6605250	6605300	9	CTRL_rep1
chr12	6605300	6605350	8	CTRL_rep1
chr12	6605350	6605400	8	CTRL_rep1
chr12	6605400	6605450	11	CTRL_rep1
chr12	6605450	6605500	9	CTRL_rep1
chr12	6605500	6605550	179	CTRL_rep1
chr12	6605550	6605600	205	CTRL_rep1
chr12	6605600	6605650	236	CTRL_rep1
chr12	6605650	6605700	9	CTRL_rep1
chr12	6605700	6605750	7	CTRL_rep1
chr12	6605750	6605800	7	CTRL_rep1
chr12	6605800	6605850	7	CTRL_rep1
chr12	6605850	6605900	7	CTRL_rep1
chr12	6605900	6605950	9	CTRL_rep1
chr12	6605950	6606000	9	CTRL_rep1
chr12	6606000	6606050	7	CTRL_rep1
chr12	6606050	6606100	8	CTRL_rep1
chr12	6606100	6606150	7	CTRL_rep1
chr12	6606150	6606200	7	CTRL_rep1
chr12	6606200	6606250	8	CTRL_rep1
chr12	6606250	6606300	7	CTRL_rep1
chr12	6606300	6606350	9	CTRL_rep1
chr12	6606350	6606400	7	CTRL_rep1
chr12	6606400	6606450	9	CTRL_rep1
chr12	6606450	6606500	8	CTRL_rep1
chr12	6606500	6606550	8	CTRL_rep1
chr12	6606550	6606600	8	CTRL_rep1
chr12	6606600	6606650	8	CTRL_rep1
chr12	6606650	6606700	10	CTRL_rep1
chr12	6606700	6606750	8	CTRL_rep1
chr12	6606750	6606800	7	CTRL_rep1
chr12	6606800	6606850	8	CTRL_rep1
chr12	6606850	6606900	8	CTRL_rep1
chr12	6606900	6606950	8	CTRL_rep1
chr12	6606950	6607000	6	CTRL_rep1
chr12	6607000	6607050	8	CTRL_rep1
chr12	6607050	6607100	8	CTRL_rep1
chr12	6607100	6607150	6	CTRL_rep1
chr12	6607150	6607200	7	CTRL_rep1
chr12	6607200	6607250	7	CTRL_rep1
chr12	6607250	6607300	6	CTRL_rep1
chr12	6607300	6607350	8	CTRL_rep1
chr12	6607350	6607400	7	CTRL_rep1
chr12	6607400	6607450	8	CTRL_rep1
chr12	6607450	6607500	7	CTRL_rep1
chr12	6607500	6607550	7	CTRL_rep1
chr12	6607550	6607600	8	CTRL_rep1
chr12	6607600	6607650	8	CTRL_rep1
chr12	6607650	6607700	7	CTRL_rep1
chr12	6607700	6607750	8	CTRL_rep1
chr12	6607750	6607800	8	CTRL_rep1
chr12	6607800	6607850	7	CTRL_rep1
chr12	6607850	6607900	9	CTRL_rep1
chr12	6607900	6607950	8	CTRL_rep1
chr12	6607950	6608000	7	CTRL_rep1
chr12	6608000	6608050	8	CTRL_rep1
chr12	6608050	6608100	7	CTRL_rep1
chr12	6608100	6608150	8	CTRL_rep1
chr12	6608150	6608200	10	CTRL_rep1
chr12	6608200	6608250	8	CTRL_rep1
chr12	6608250	6608300	7	CTRL_rep1
chr12	6608300	6608350	6	CTRL_rep1
chr12	6608350	6608400	8	CTRL_rep1
chr12	6608400	6608450	7	CTRL_rep1
chr12	6608450	6608500	8	CTRL_rep1
chr12	6608500	6608550	9	CTRL_rep1
chr12	6608550	6608600	9	CTRL_rep1
chr12	6608600	6608650	7	CTRL_rep1
chr12	6608650	6608700	8	CTRL_rep1
chr12	6608700	6608750	8	CTRL_rep1
chr12	6608750	6608800	7	CTRL_rep1
chr12	6608800	6608850	10	CTRL_rep1
chr12	6608850	6608900	8	CTRL_rep1
chr12	6608900	6608950	8	CTRL_rep1
chr12	6608950	6609000	7	CTRL_rep1
chr12	6609000	6609050	7	CTRL_rep1
chr12	6609050	6609100	7	CTRL_rep1
chr12	6609100	6609150	8	CTRL_rep1
chr12	6609150	6609200	8	CTRL_rep1
chr12	6609200	6609250	7	CTRL_rep1
chr12	6609250	6609300	7	CTRL_rep1
chr12	6609300	6609350	8	CTRL_rep1
chr12	6609350	6609400	6	CTRL_rep1
chr12	6609400	6609450	10	CTRL_rep1
chr12	6609450	6609500	7	CTRL_rep1
chr12	6609500	6609550	5	CTRL_rep1
chr12	6609550	6609600	7	CTRL_rep1
chr12	6609600	6609650	8	CTRL_rep1
chr12	6609650	6609700	6	CTRL_rep1
chr12	6609700	6609750	10	CTRL_rep1
chr12	6609750	6609800	146	CTRL_rep1
chr12	6609800	6609850	167	CTRL_rep1
chr12	6609850	6609900	148	CTRL_rep1
chr12	6609900	6609950	178	CTRL_rep1
chr12	6609950	6610000	168	CTRL_rep1
chr12	6610000	6610050	166	CTRL_rep1
chr12	6610050	6610100	153	CTRL_rep1
chr12	6610100	6610101	182	CTRL_rep1
chr12	6571000	6571050	235	CTRL_rep2
chr12	6571050	6571100	280	CTRL_rep2
chr12	6571100	6571150	218	CTRL_rep2
chr12	6571150	6571200	293	CTRL_rep2
chr12	6571200	6571250	306	CTRL_rep2
chr12	6571250	6571300	291	CTRL_rep2
chr12	6571300	6571350	292	CTRL_rep2
chr12	6571350	6571400	235	CTRL_rep2
chr12	6571400	6571450	254	CTRL_rep2
chr12	6571450	6571500	11	CTRL_rep2
chr12	6571500	6571550	10	CTRL_rep2
chr12	6571550	6571600	9	CTRL_rep2
chr12	6571600	6571650	9	CTRL_rep2
chr12	6571650	6571700	11	CTRL_rep2
chr12	6571700	6571750	9	CTRL_rep2
chr12	6571750	6571800	9	CTRL_rep2
chr12	6571800	6571850	9	CTRL_rep2
chr12	6571850	6571900	11	CTRL_rep2
chr12	6571900	6571950	9	CTRL_rep2
chr12	6571950	6572000	10	CTRL_rep2
chr12	6572000	6572050	10	CTRL_rep2
chr12	6572050	6572100	9	CTRL_rep2
chr12	6572100	6572150	11	CTRL_rep2
chr12	6572150	6572200	11	CTRL_rep2
chr12	6572200	6572250	10	CTRL_rep2
chr12	6572250	6572300	10	CTRL_rep2
chr12	6572300	6572350	12	CTRL_rep2
chr12	6572350	6572400	9	CTRL_rep2
chr12	6572400	6572450	10	CTRL_rep2
chr12	6572450	6572500	10	CTRL_rep2
chr12	6572500	6572550	10	CTRL_rep2
chr12	6572550	6572600	11	CTRL_rep2
chr12	6572600	6572650	11	CTRL_rep2
chr12	6572650	6572700	10	CTRL_rep2
chr12	6572700	6572750	10	CTRL_rep2
chr12	6572750	6572800	10	CTRL_rep2
chr12	6572800	6572850	9	CTRL_rep2
chr12	6572850	6572900	10	CTRL_rep2
chr12	6572900	6572950	9	CTRL_rep2
chr12	6572950	6573000	8	CTRL_rep2
chr12	6573000	6573050	10	CTRL_rep2
chr12	6573050	6573100	8	CTRL_rep2
chr12	6573100	6573150	7	CTRL_rep2
chr12	6573150	6573200	11	CTRL_rep2
chr12	6573200	6573250	9	CTRL_rep2
chr12	6573250	6573300	10	CTRL_rep2
chr12	6573300	6573350	9	CTRL_rep2
chr12	6573350	6573400	10	CTRL_rep2
chr12	6573400	6573450	11	CTRL_rep2
chr12	6573450	6573500	10	CTRL_rep2
chr12	6573500	6573550	8	CTRL_rep2
chr12	6573550	6573600	10	CTRL_rep2
chr12	6573600	6573650	10	CTRL_rep2
chr12	6573650	6573700	7	CTRL_rep2
chr12	6573700	6573750	12	CTRL_rep2
chr12	6573750	6573800	12	CTRL_rep2
chr12	6573800	6573850	10	CTRL_rep2
chr12	6573850	6573900	10	CTRL_rep2
chr12	6573900	6573950	9	CTRL_rep2
chr12	6573950	6574000	11	CTRL_rep2
chr12	6574000	6574050	9	CTRL_rep2
chr12	6574050	6574100	10	CTRL_rep2
chr12	6574100	6574150	10	CTRL_rep2
chr12	6574150	6574200	11	CTRL_rep2
chr12	6574200	6574250	9	CTRL_rep2
chr12	6574250	6574300	9	CTRL_rep2
chr12	6574300	6574350	9	CTRL_rep2
chr12	6574350	6574400	11	CTRL_rep2
chr12	6574400	6574450	10	CTRL_rep2
chr12	6574450	6574500	8	CTRL_rep2
chr12	6574500	6574550	10	CTRL_rep2
chr12	6574550	6574600	10	CTRL_rep2
chr12	6574600	6574650	8	CTRL_rep2
chr12	6574650	6574700	11	CTRL_rep2
chr12	6574700	6574750	9	CTRL_rep2
chr12	6574750	6574800	8	CTRL_rep2
chr12	6574800	6574850	10	CTRL_rep2
chr12	6574850	6574900	11	CTRL_rep2
chr12	6574900	6574950	9	CTRL_rep2
chr12	6574950	6575000	9	CTRL_rep2
chr12	6575000	6575050	8	CTRL_rep2
chr12	6575050	6575100	10	CTRL_rep2
chr12	6575100	6575150	10	CTRL_rep2
chr12	6575150	6575200	8	CTRL_rep2
chr12	6575200	6575250	8	CTRL_rep2
chr12	6575250	6575300	9	CTRL_rep2
chr12	6575300	6575350	10	CTRL_rep2
chr12	6575350	6575400	9	CTRL_rep2
chr12	6575400	6575450	9	CTRL_rep2
chr12	6575450	6575500	9	CTRL_rep2
chr12	6575500	6575550	9	CTRL_rep2
chr12	6575550	6575600	10	CTRL_rep2
chr12	6575600	6575650	9	CTRL_rep2
chr12	6575650	6575700	7	CTRL_rep2
chr12	6575700	6575750	11	CTRL_rep2
chr12	6575750	6575800	12	CTRL_rep2
chr12	6575800	6575850	10	CTRL_rep2
chr12	6575850	6575900	9	CTRL_rep2
chr12	6575900	6575950	9	CTRL_rep2
chr12	6575950	6576000	9	CTRL_rep2
chr12	6576000	6576050	10	CTRL_rep2
chr12	6576050	6576100	9	CTRL_rep2
chr12	6576100	6576150	9	CTRL_rep2
chr12	6576150	6576200	12	CTRL_rep2
chr12	6576200	6576250	9	CTRL_rep2
chr12	6576250	6576300	8	CTRL_rep2
chr12	6576300	6576350	11	CTRL_rep2
chr12	6576350	6576400	9	CTRL_rep2
chr12	6576400	6576450	10	CTRL_rep2
chr12	6576450	6576500	9	CTRL_rep2
chr12	6576500	6576550	10	CTRL_rep2
chr12	6576550	6576600	8	CTRL_rep2
chr12	6576600	6576650	11	CTRL_rep2
chr12	6576650	6576700	9	CTRL_rep2
chr12	6576700	6576750	8	CTRL_rep2
chr12	6576750	6576800	9	CTRL_rep2
chr12	6576800	6576850	9	CTRL_rep2
chr12	6576850	6576900	9	CTRL_rep2
chr12	6576900	6576950	9	CTRL_rep2
chr12	6576950	6577000	11	CTRL_rep2
chr12	6577000	6577050	9	CTRL_rep2
chr12	6577050	6577100	9	CTRL_rep2
chr12	6577100	6577150	10	CTRL_rep2
chr12	6577150	6577200	9	CTRL_rep2
chr12	6577200	6577250	12	CTRL_rep2
chr12	6577250	6577300	11	CTRL_rep2
chr12	6577300	6577350	8	CTRL_rep2
chr12	6577350	6577400	10	CTRL_rep2
chr12	6577400	6577450	7	CTRL_rep2
chr12	6577450	6577500	11	CTRL_rep2
chr12	6577500	6577550	9	CTRL_rep2
chr12	6577550	6577600	10	CTRL_rep2
chr12	6577600	6577650	10	CTRL_rep2
chr12	6577650	6577700	10	CTRL_rep2
chr12	6577700	6577750	11	CTRL_rep2
chr12	6577750	6577800	11	CTRL_rep2
chr12	6577800	6577850	10	CTRL_rep2
chr12	6577850	6577900	10	CTRL_rep2
chr12	6577900	6577950	11	CTRL_rep2
chr12	6577950	6578000	10	CTRL_rep2
chr12	6578000	6578050	13	CTRL_rep2
chr12	6578050	6578100	10	CTRL_rep2
chr12	6578100	6578150	9	CTRL_rep2
chr12	6578150	6578200	12	CTRL_rep2
chr12	6578200	6578250	11	CTRL_rep2
chr12	6578250	6578300	8	CTRL_rep2
chr12	6578300	6578350	8	CTRL_rep2
chr12	6578350	6578400	10	CTRL_rep2
chr12	6578400	6578450	8	CTRL_rep2
chr12	6578450	6578500	8	CTRL_rep2
chr12	6578500	6578550	10	CTRL_rep2
chr12	6578550	6578600	11	CTRL_rep2
chr12	6578600	6578650	10	CTRL_rep2
chr12	6578650	6578700	7	CTRL_rep2
chr12	6578700	6578750	10	CTRL_rep2
chr12	6578750	6578800	10	CTRL_rep2
chr12	6578800	6578850	9	CTRL_rep2
chr12	6578850	6578900	10	CTRL_rep2
chr12	6578900	6578950	8	CTRL_rep2
chr12	6578950	6579000	9	CTRL_rep2
chr12	6579000	6579050	11	CTRL_rep2
chr12	6579050	6579100	7	CTRL_rep2
chr12	6579100	6579150	11	CTRL_rep2
chr12	6579150	6579200	8	CTRL_rep2
chr12	6579200	6579250	9	CTRL_rep2
chr12	6579250	6579300	9	CTRL_rep2
chr12	6579300	6579350	6	CTRL_rep2
chr12	6579350	6579400	11	CTRL_rep2
chr12	6579400	6579450	10	CTRL_rep2
chr12	6579450	6579500	10	CTRL_rep2
chr12	6579500	6579550	11	CTRL_rep2
chr12	6579550	6579600	9	CTRL_rep2
chr12	6579600	6579650	11	CTRL_rep2
chr12	6579650	6579700	11	CTRL_rep2
chr12	6579700	6579750	9	CTRL_rep2
chr12	6579750	6579800	9	CTRL_rep2
chr12	6579800	6579850	10	CTRL_rep2
chr12	6579850	6579900	9	CTRL_rep2
chr12	6579900	6579950	7	CTRL_rep2
chr12	6579950	6580000	10	CTRL_rep2
chr12	6580000	6580050	11	CTRL_rep2
chr12	6580050	6580100	9	CTRL_rep2
chr12	6580100	6580150	10	CTRL_rep2
chr12	6580150	6580200	9	CTRL_rep2
chr12	6580200	6580250	10	CTRL_rep2
chr12	6580250	6580300	9	CTRL_rep2
chr12	6580300	6580350	11	CTRL_rep2
chr12	6580350	6580400	12	CTRL_rep2
chr12	6580400	6580450	10	CTRL_rep2
chr12	6580450	6580500	10	CTRL_rep2
chr12	6580500	6580550	10	CTRL_rep2
chr12	6580550	6580600	10	CTRL_rep2
chr12	6580600	6580650	10	CTRL_rep2
chr12	6580650	6580700	8	CTRL_rep2
chr12	6580700	6580750	8	CTRL_rep2
chr12	6580750	6580800	9	CTRL_rep2
chr12	6580800	6580850	8	CTRL_rep2
chr12	6580850	6580900	8	CTRL_rep2
chr12	6580900	6580950	11	CTRL_rep2
chr12	6580950	6581000	10	CTRL_rep2
chr12	6581000	6581050	12	CTRL_rep2
chr12	6581050	6581100	10	CTRL_rep2
chr12	6581100	6581150	9	CTRL_rep2
chr12	6581150	6581200	9	CTRL_rep2
chr12	6581200	6581250	11	CTRL_rep2
chr12	6581250	6581300	10	CTRL_rep2
chr12	6581300	6581350	7	CTRL_rep2
chr12	6581350	6581400	9	CTRL_rep2
chr12	6581400	6581450	10	CTRL_rep2
chr12	6581450	6581500	10	CTRL_rep2
chr12	6581500	6581550	10	CTRL_rep2
chr12	6581550	6581600	11	CTRL_rep2
chr12	6581600	6581650	12	CTRL_rep2
chr12	6581650	6581700	11	CTRL_rep2
chr12	6581700	6581750	10	CTRL_rep2
chr12	6581750	6581800	10	CTRL_rep2
chr12	6581800	6581850	11	CTRL_rep2
chr12	6581850	6581900	9	CTRL_rep2
chr12	6581900	6581950	10	CTRL_rep2
chr12	6581950	6582000	9	CTRL_rep2
chr12	6582000	6582050	11	CTRL_rep2
chr12	6582050	6582100	8	CTRL_rep2
chr12	6582100	6582150	11	CTRL_rep2
chr12	6582150	6582200	10	CTRL_rep2
chr12	6582200	6582250	8	CTRL_rep2
chr12	6582250	6582300	11	CTRL_rep2
chr12	6582300	6582350	8	CTRL_rep2
chr12	6582350	6582400	9	CTRL_rep2
chr12	6582400	6582450	8	CTRL_rep2
chr12	6582450	6582500	10	CTRL_rep2
chr12	6582500	6582550	11	CTRL_rep2
chr12	6582550	6582600	11	CTRL_rep2
chr12	6582600	6582650	10	CTRL_rep2
chr12	6582650	6582700	11	CTRL_rep2
chr12	6582700	6582750	10	CTRL_rep2
chr12	6582750	6582800	10	CTRL_rep2
chr12	6582800	6582850	8	CTRL_rep2
chr12	6582850	6582900	8	CTRL_rep2
chr12	6582900	6582950	13	CTRL_rep2
chr12	6582950	6583000	7	CTRL_rep2
chr12	6583000	6583050	9	CTRL_rep2
chr12	6583050	6583100	9	CTRL_rep2
chr12	6583100	6583150	10	CTRL_rep2
chr12	6583150	6583200	9	CTRL_rep2
chr12	6583200	6583250	9	CTRL_rep2
chr12	6583250	6583300	9	CTRL_rep2
chr12	6583300	6583350	13	CTRL_rep2
chr12	6583350	6583400	11	CTRL_rep2
chr12	6583400	6583450	12	CTRL_rep2
chr12	6583450	6583500	9	CTRL_rep2
chr12	6583500	6583550	11	CTRL_rep2
chr12	6583550	6583600	10	CTRL_rep2
chr12	6583600	6583650	10	CTRL_rep2
chr12	6583650	6583700	7	CTRL_rep2
chr12	6583700	6583750	8	CTRL_rep2
chr12	6583750	6583800	7	CTRL_rep2
chr12	6583800	6583850	10	CTRL_rep2
chr12	6583850	6583900	10	CTRL_rep2
chr12	6583900	6583950	12	CTRL_rep2
chr12	6583950	6584000	9	CTRL_rep2
chr12	6584000	6584050	11	CTRL_rep2
chr12	6584050	6584100	8	CTRL_rep2
chr12	6584100	6584150	10	CTRL_rep2
chr12	6584150	6584200	10	CTRL_rep2
chr12	6584200	6584250	8	CTRL_rep2
chr12	6584250	6584300	9	CTRL_rep2
chr12	6584300	6584350	11	CTRL_rep2
chr12	6584350	6584400	8	CTRL_rep2
chr12	6584400	6584450	9	CTRL_rep2
chr12	6584450	6584500	8	CTRL_rep2
chr12	6584500	6584550	10	CTRL_rep2
chr12	6584550	6584600	12	CTRL_rep2
chr12	6584600	6584650	12	CTRL_rep2
chr12	6584650	6584700	10	CTRL_rep2
chr12	6584700	6584750	9	CTRL_rep2
chr12	6584750	6584800	10	CTRL_rep2
chr12	6584800	6584850	11	CTRL_rep2
chr12	6584850	6584900	9	CTRL_rep2
chr12	6584900	6584950	9	CTRL_rep2
chr12	6584950	6585000	10	CTRL_rep2
chr12	6585000	6585050	10	CTRL_rep2
chr12	6585050	6585100	9	CTRL_rep2
chr12	6585100	6585150	10	CTRL_rep2
chr12	6585150	6585200	12	CTRL_rep2
chr12	6585200	6585250	8	CTRL_rep2
chr12	6585250	6585300	11	CTRL_rep2
chr12	6585300	6585350	12	CTRL_rep2
chr12	6585350	6585400	10	CTRL_rep2
chr12	6585400	6585450	9	CTRL_rep2
chr12	6585450	6585500	8	CTRL_rep2
chr12	6585500	6585550	9	CTRL_rep2
chr12	6585550	6585600	8	CTRL_rep2
chr12	6585600	6585650	7	CTRL_rep2
chr12	6585650	6585700	11	CTRL_rep2
chr12	6585700	6585750	9	CTRL_rep2
chr12	6585750	6585800	11	CTRL_rep2
chr12	6585800	6585850	8	CTRL_rep2
chr12	6585850	6585900	8	CTRL_rep2
chr12	6585900	6585950	10	CTRL_rep2
chr12	6585950	6586000	9	CTRL_rep2
chr12	6586000	6586050	10	CTRL_rep2
chr12	6586050	6586100	9	CTRL_rep2
chr12	6586100	6586150	10	CTRL_rep2
chr12	6586150	6586200	10	CTRL_rep2
chr12	6586200	6586250	8	CTRL_rep2
chr12	6586250	6586300	10	CTRL_rep2
chr12	6586300	6586350	8	CTRL_rep2
chr12	6586350	6586400	11	CTRL_rep2
chr12	6586400	6586450	10	CTRL_rep2
chr12	6586450	6586500	10	CTRL_rep2
chr12	6586500	6586550	7	CTRL_rep2
chr12	6586550	6586600	9	CTRL_rep2
chr12	6586600	6586650	12	CTRL_rep2
chr12	6586650	6586700	273	CTRL_rep2
chr12	6586700	6586750	257	CTRL_rep2
chr12	6586750	6586800	235	CTRL_rep2
chr12	6586800	6586850	220	CTRL_rep2
chr12	6586850	6586900	8	CTRL_rep2
chr12	6586900	6586950	7	CTRL_rep2
chr12	6586950	6587000	8	CTRL_rep2
chr12	6587000	6587050	10	CTRL_rep2
chr12	6587050	6587100	7	CTRL_rep2
chr12	6587100	6587150	9	CTRL_rep2
chr12	6587150	6587200	8	CTRL_rep2
chr12	6587200	6587250	11	CTRL_rep2
chr12	6587250	6587300	7	CTRL_rep2
chr12	6587300	6587350	7	CTRL_rep2
chr12	6587350	6587400	7	CTRL_rep2
chr12	6587400	6587450	7	CTRL_rep2
chr12	6587450	6587500	8	CTRL_rep2
chr12	6587500	6587550	10	CTRL_rep2
chr12	6587550	6587600	11	CTRL_rep2
chr12	6587600	6587650	10	CTRL_rep2
chr12	6587650	6587700	9	CTRL_rep2
chr12	6587700	6587750	8	CTRL_rep2
chr12	6587750	6587800	10	CTRL_rep2
chr12	6587800	6587850	7	CTRL_rep2
chr12	6587850	6587900	9	CTRL_rep2
chr12	6587900	6587950	10	CTRL_rep2
chr12	6587950	6588000	8	CTRL_rep2
chr12	6588000	6588050	8	CTRL_rep2
chr12	6588050	6588100	7	CTRL_rep2
chr12	6588100	6588150	6	CTRL_rep2
chr12	6588150	6588200	7	CTRL_rep2
chr12	6588200	6588250	6	CTRL_rep2
chr12	6588250	6588300	9	CTRL_rep2
chr12	6588300	6588350	8	CTRL_rep2
chr12	6588350	6588400	8	CTRL_rep2
chr12	6588400	6588450	8	CTRL_rep2
chr12	6588450	6588500	9	CTRL_rep2
chr12	6588500	6588550	9	CTRL_rep2
chr12	6588550	6588600	8	CTRL_rep2
chr12	6588600	6588650	8	CTRL_rep2
chr12	6588650	6588700	8	CTRL_rep2
chr12	6588700	6588750	10	CTRL_rep2
chr12	6588750	6588800	9	CTRL_rep2
chr12	6588800	6588850	9	CTRL_rep2
chr12	6588850	6588900	8	CTRL_rep2
chr12	6588900	6588950	8	CTRL_rep2
chr12	6588950	6589000	7	CTRL_rep2
chr12	6589000	6589050	7	CTRL_rep2
chr12	6589050	6589100	7	CTRL_rep2
chr12	6589100	6589150	8	CTRL_rep2
chr12	6589150	6589200	6	CTRL_rep2
chr12	6589200	6589250	10	CTRL_rep2
chr12	6589250	6589300	9	CTRL_rep2
chr12	6589300	6589350	9	CTRL_rep2
chr12	6589350	6589400	9	CTRL_rep2
chr12	6589400	6589450	10	CTRL_rep2
chr12	6589450	6589500	8	CTRL_rep2
chr12	6589500	6589550	8	CTRL_rep2
chr12	6589550	6589600	9	CTRL_rep2
chr12	6589600	6589650	6	CTRL_rep2
chr12	6589650	6589700	8	CTRL_rep2
chr12	6589700	6589750	9	CTRL_rep2
chr12	6589750	6589800	8	CTRL_rep2
chr12	6589800	6589850	8	CTRL_rep2
chr12	6589850	6589900	7	CTRL_rep2
chr12	6589900	6589950	8	CTRL_rep2
chr12	6589950	6590000	9	CTRL_rep2
chr12	6590000	6590050	9	CTRL_rep2
chr12	6590050	6590100	9	CTRL_rep2
chr12	6590100	6590150	9	CTRL_rep2
chr12	6590150	6590200	8	CTRL_rep2
chr12	6590200	6590250	9	CTRL_rep2
chr12	6590250	6590300	215	CTRL_rep2
chr12	6590300	6590350	151	CTRL_rep2
chr12	6590350	6590400	7	CTRL_rep2
chr12	6590400	6590450	10	CTRL_rep2
chr12	6590450	6590500	9	CTRL_rep2
chr12	6590500	6590550	9	CTRL_rep2
chr12	6590550	6590600	8	CTRL_rep2
chr12	6590600	6590650	9	CTRL_rep2
chr12	6590650	6590700	8	CTRL_rep2
chr12	6590700	6590750	9	CTRL_rep2
chr12	6590750	6590800	9	CTRL_rep2
chr12	6590800	6590850	9	CTRL_rep2
chr12	6590850	6590900	6	CTRL_rep2
chr12	6590900	6590950	9	CTRL_rep2
chr12	6590950	6591000	7	CTRL_rep2
chr12	6591000	6591050	8	CTRL_rep2
chr12	6591050	6591100	9	CTRL_rep2
chr12	6591100	6591150	8	CTRL_rep2
chr12	6591150	6591200	8	CTRL_rep2
chr12	6591200	6591250	9	CTRL_rep2
chr12	6591250	6591300	6	CTRL_rep2
chr12	6591300	6591350	9	CTRL_rep2
chr12	6591350	6591400	10	CTRL_rep2
chr12	6591400	6591450	8	CTRL_rep2
chr12	6591450	6591500	7	CTRL_rep2
chr12	6591500	6591550	9	CTRL_rep2
chr12	6591550	6591600	9	CTRL_rep2
chr12	6591600	6591650	10	CTRL_rep2
chr12	6591650	6591700	10	CTRL_rep2
chr12	6591700	6591750	7	CTRL_rep2
chr12	6591750	6591800	7	CTRL_rep2
chr12	6591800	6591850	7	CTRL_rep2
chr12	6591850	6591900	9	CTRL_rep2
chr12	6591900	6591950	9	CTRL_rep2
chr12	6591950	6592000	9	CTRL_rep2
chr12	6592000	6592050	8	CTRL_rep2
chr12	6592050	6592100	9	CTRL_rep2
chr12	6592100	6592150	8	CTRL_rep2
chr12	6592150	6592200	8	CTRL_rep2
chr12	6592200	6592250	9	CTRL_rep2
chr12	6592250	6592300	9	CTRL_rep2
chr12	6592300	6592350	9	CTRL_rep2
chr12	6592350	6592400	7	CTRL_rep2
chr12	6592400	6592450	7	CTRL_rep2
chr12	6592450	6592500	8	CTRL_rep2
chr12	6592500	6592550	7	CTRL_rep2
chr12	6592550	6592600	7	CTRL_rep2
