chrom	start	end	position	coverage	sample	gene_region
MN908947.3	16400	16600	16500	0.0	SAMPLE_19	ORF1ab
MN908947.3	16600	16800	16700	0.0	SAMPLE_19	ORF1ab
MN908947.3	16800	17000	16900	0.0	SAMPLE_19	ORF1ab
MN908947.3	17000	17200	17100	5979.44	SAMPLE_19	ORF1ab
MN908947.3	17200	17400	17300	7898.96	SAMPLE_19	ORF1ab
MN908947.3	17400	17600	17500	1176.67	SAMPLE_19	ORF1ab
MN908947.3	17600	17800	17700	0.0	SAMPLE_19	ORF1ab
MN908947.3	17800	18000	17900	0.0	SAMPLE_19	ORF1ab
MN908947.3	18000	18200	18100	0.0	SAMPLE_19	ORF1ab
MN908947.3	18200	18400	18300	0.0	SAMPLE_19	ORF1ab
MN908947.3	18400	18600	18500	0.0	SAMPLE_19	ORF1ab
MN908947.3	18600	18800	18700	0.0	SAMPLE_19	ORF1ab
MN908947.3	18800	19000	18900	1839.44	SAMPLE_19	ORF1ab
MN908947.3	19000	19200	19100	3597.74	SAMPLE_19	ORF1ab
MN908947.3	19200	19400	19300	1608.11	SAMPLE_19	ORF1ab
MN908947.3	19400	19600	19500	0.0	SAMPLE_19	ORF1ab
MN908947.3	19600	19800	19700	0.0	SAMPLE_19	ORF1ab
MN908947.3	19800	20000	19900	0.0	SAMPLE_19	ORF1ab
MN908947.3	20000	20200	20100	0.0	SAMPLE_19	ORF1ab
MN908947.3	20200	20400	20300	178.46	SAMPLE_19	ORF1ab
MN908947.3	20400	20600	20500	129.09	SAMPLE_19	ORF1ab
MN908947.3	20600	20800	20700	0.0	SAMPLE_19	ORF1ab
MN908947.3	20800	21000	20900	0.0	SAMPLE_19	ORF1ab
MN908947.3	21000	21200	21100	0.0	SAMPLE_19	ORF1ab
MN908947.3	21200	21400	21300	0.0	SAMPLE_19	ORF1ab
MN908947.3	21400	21600	21500	0.0	SAMPLE_19	ORF1ab
MN908947.3	21600	21800	21700	0.0	SAMPLE_19	S
MN908947.3	21800	22000	21900	0.0	SAMPLE_19	S
MN908947.3	22000	22200	22100	0.0	SAMPLE_19	S
MN908947.3	22200	22400	22300	0.0	SAMPLE_19	S
MN908947.3	22400	22600	22500	698.97	SAMPLE_19	S
MN908947.3	22600	22800	22700	2182.21	SAMPLE_19	S
MN908947.3	22800	23000	22900	986.07	SAMPLE_19	S
MN908947.3	23000	23200	23100	0.0	SAMPLE_19	S
MN908947.3	23200	23400	23300	0.0	SAMPLE_19	S
MN908947.3	23400	23600	23500	0.0	SAMPLE_19	S
MN908947.3	23600	23800	23700	0.0	SAMPLE_19	S
MN908947.3	23800	24000	23900	0.0	SAMPLE_19	S
MN908947.3	24000	24200	24100	0.0	SAMPLE_19	S
MN908947.3	24200	24400	24300	0.0	SAMPLE_19	S
MN908947.3	24400	24600	24500	0.0	SAMPLE_19	S
MN908947.3	24600	24800	24700	0.0	SAMPLE_19	S
MN908947.3	24800	25000	24900	0.0	SAMPLE_19	S
MN908947.3	25000	25200	25100	0.0	SAMPLE_19	S
MN908947.3	25200	25400	25300	0.0	SAMPLE_19	S
MN908947.3	25400	25600	25500	0.0	SAMPLE_19	ORF3a
MN908947.3	25600	25800	25700	0.0	SAMPLE_19	ORF3a
MN908947.3	25800	26000	25900	3.66	SAMPLE_19	ORF3a
MN908947.3	26000	26200	26100	24.11	SAMPLE_19	ORF3a
MN908947.3	26200	26400	26300	6.8	SAMPLE_19	E
MN908947.3	26400	26600	26500	0.0	SAMPLE_19	intergenic
MN908947.3	26600	26800	26700	0.0	SAMPLE_19	M
MN908947.3	26800	27000	26900	0.0	SAMPLE_19	M
MN908947.3	27000	27200	27100	0.0	SAMPLE_19	M
MN908947.3	27200	27400	27300	0.0	SAMPLE_19	ORF6
MN908947.3	27400	27600	27500	0.0	SAMPLE_19	ORF7a
MN908947.3	27600	27800	27700	0.0	SAMPLE_19	ORF7a
MN908947.3	27800	28000	27900	1292.32	SAMPLE_19	ORF8
MN908947.3	28000	28200	28100	767.16	SAMPLE_19	ORF8
MN908947.3	28200	28400	28300	0.0	SAMPLE_19	N
MN908947.3	28400	28600	28500	0.0	SAMPLE_19	N
MN908947.3	28600	28800	28700	76.39	SAMPLE_19	N
MN908947.3	28800	29000	28900	122.54	SAMPLE_19	N
MN908947.3	29000	29200	29100	663.37	SAMPLE_19	N
MN908947.3	29200	29400	29300	648.34	SAMPLE_19	N
MN908947.3	29400	29600	29500	256.48	SAMPLE_19	N
MN908947.3	29600	29800	29700	276.87	SAMPLE_19	3'UTR
MN908947.3	29800	29903	29851	58.83	SAMPLE_19	3'UTR
MN908947.3	0	200	100	0.0	SAMPLE_40	5'UTR
MN908947.3	200	400	300	0.0	SAMPLE_40	ORF1ab
MN908947.3	400	600	500	0.0	SAMPLE_40	ORF1ab
MN908947.3	600	800	700	0.0	SAMPLE_40	ORF1ab
MN908947.3	800	1000	900	0.0	SAMPLE_40	ORF1ab
MN908947.3	1000	1200	1100	0.0	SAMPLE_40	ORF1ab
MN908947.3	1200	1400	1300	0.0	SAMPLE_40	ORF1ab
MN908947.3	1400	1600	1500	19.66	SAMPLE_40	ORF1ab
MN908947.3	1600	1800	1700	1455.64	SAMPLE_40	ORF1ab
MN908947.3	1800	2000	1900	1075.64	SAMPLE_40	ORF1ab
MN908947.3	2000	2200	2100	18.39	SAMPLE_40	ORF1ab
MN908947.3	2200	2400	2300	3.46	SAMPLE_40	ORF1ab
MN908947.3	2400	2600	2500	0.0	SAMPLE_40	ORF1ab
MN908947.3	2600	2800	2700	0.0	SAMPLE_40	ORF1ab
MN908947.3	2800	3000	2900	1184.51	SAMPLE_40	ORF1ab
MN908947.3	3000	3200	3100	1826.92	SAMPLE_40	ORF1ab
MN908947.3	3200	3400	3300	3557.41	SAMPLE_40	ORF1ab
MN908947.3	3400	3600	3500	2292.01	SAMPLE_40	ORF1ab
MN908947.3	3600	3800	3700	0.0	SAMPLE_40	ORF1ab
MN908947.3	3800	4000	3900	0.0	SAMPLE_40	ORF1ab
MN908947.3	4000	4200	4100	2729.26	SAMPLE_40	ORF1ab
MN908947.3	4200	4400	4300	4165.62	SAMPLE_40	ORF1ab
MN908947.3	4400	4600	4500	1113.32	SAMPLE_40	ORF1ab
MN908947.3	4600	4800	4700	350.58	SAMPLE_40	ORF1ab
MN908947.3	4800	5000	4900	0.0	SAMPLE_40	ORF1ab
MN908947.3	5000	5200	5100	0.0	SAMPLE_40	ORF1ab
MN908947.3	5200	5400	5300	3450.78	SAMPLE_40	ORF1ab
MN908947.3	5400	5600	5500	5689.58	SAMPLE_40	ORF1ab
MN908947.3	5600	5800	5700	16081.72	SAMPLE_40	ORF1ab
MN908947.3	5800	6000	5900	11672.97	SAMPLE_40	ORF1ab
MN908947.3	6000	6200	6100	4739.25	SAMPLE_40	ORF1ab
MN908947.3	6200	6400	6300	9335.29	SAMPLE_40	ORF1ab
MN908947.3	6400	6600	6500	4745.45	SAMPLE_40	ORF1ab
MN908947.3	6600	6800	6700	136.87	SAMPLE_40	ORF1ab
MN908947.3	6800	7000	6900	453.1	SAMPLE_40	ORF1ab
MN908947.3	7000	7200	7100	206.41	SAMPLE_40	ORF1ab
MN908947.3	7200	7400	7300	0.0	SAMPLE_40	ORF1ab
MN908947.3	7400	7600	7500	0.0	SAMPLE_40	ORF1ab
MN908947.3	7600	7800	7700	3617.9	SAMPLE_40	ORF1ab
MN908947.3	7800	8000	7900	5352.37	SAMPLE_40	ORF1ab
MN908947.3	8000	8200	8100	7791.89	SAMPLE_40	ORF1ab
MN908947.3	8200	8400	8300	5806.47	SAMPLE_40	ORF1ab
MN908947.3	8400	8600	8500	1410.99	SAMPLE_40	ORF1ab
MN908947.3	8600	8800	8700	251.31	SAMPLE_40	ORF1ab
MN908947.3	8800	9000	8900	0.32	SAMPLE_40	ORF1ab
MN908947.3	9000	9200	9100	0.0	SAMPLE_40	ORF1ab
MN908947.3	9200	9400	9300	0.0	SAMPLE_40	ORF1ab
MN908947.3	9400	9600	9500	10333.73	SAMPLE_40	ORF1ab
MN908947.3	9600	9800	9700	16297.09	SAMPLE_40	ORF1ab
MN908947.3	9800	10000	9900	2467.48	SAMPLE_40	ORF1ab
MN908947.3	10000	10200	10100	6285.36	SAMPLE_40	ORF1ab
MN908947.3	10200	10400	10300	9744.17	SAMPLE_40	ORF1ab
MN908947.3	10400	10600	10500	1943.99	SAMPLE_40	ORF1ab
MN908947.3	10600	10800	10700	0.0	SAMPLE_40	ORF1ab
MN908947.3	10800	11000	10900	0.0	SAMPLE_40	ORF1ab
MN908947.3	11000	11200	11100	0.0	SAMPLE_40	ORF1ab
MN908947.3	11200	11400	11300	0.0	SAMPLE_40	ORF1ab
MN908947.3	11400	11600	11500	0.0	SAMPLE_40	ORF1ab
MN908947.3	11600	11800	11700	0.0	SAMPLE_40	ORF1ab
MN908947.3	11800	12000	11900	4883.24	SAMPLE_40	ORF1ab
MN908947.3	12000	12200	12100	6386.7	SAMPLE_40	ORF1ab
MN908947.3	12200	12400	12300	884.52	SAMPLE_40	ORF1ab
MN908947.3	12400	12600	12500	5972.37	SAMPLE_40	ORF1ab
MN908947.3	12600	12800	12700	8360.38	SAMPLE_40	ORF1ab
MN908947.3	12800	13000	12900	4139.8	SAMPLE_40	ORF1ab
MN908947.3	13000	13200	13100	35101.86	SAMPLE_40	ORF1ab
MN908947.3	13200	13400	13300	32419.19	SAMPLE_40	ORF1ab
MN908947.3	13400	13600	13500	213.79	SAMPLE_40	ORF1ab
MN908947.3	13600	13800	13700	407.19	SAMPLE_40	ORF1ab
MN908947.3	13800	14000	13900	355.53	SAMPLE_40	ORF1ab
MN908947.3	14000	14200	14100	0.0	SAMPLE_40	ORF1ab
MN908947.3	14200	14400	14300	5293.39	SAMPLE_40	ORF1ab
MN908947.3	14400	14600	14500	5136.68	SAMPLE_40	ORF1ab
MN908947.3	14600	14800	14700	0.0	SAMPLE_40	ORF1ab
MN908947.3	14800	15000	14900	0.15	SAMPLE_40	ORF1ab
MN908947.3	15000	15200	15100	47.6	SAMPLE_40	ORF1ab
MN908947.3	15200	15400	15300	1607.92	SAMPLE_40	ORF1ab
MN908947.3	15400	15600	15500	14792.81	SAMPLE_40	ORF1ab
MN908947.3	15600	15800	15700	21924.44	SAMPLE_40	ORF1ab
MN908947.3	15800	16000	15900	7760.25	SAMPLE_40	ORF1ab
MN908947.3	16000	16200	16100	102.05	SAMPLE_40	ORF1ab
MN908947.3	16200	16400	16300	397.34	SAMPLE_40	ORF1ab
MN908947.3	16400	16600	16500	193.34	SAMPLE_40	ORF1ab
MN908947.3	16600	16800	16700	249.22	SAMPLE_40	ORF1ab
MN908947.3	16800	17000	16900	1914.07	SAMPLE_40	ORF1ab
MN908947.3	17000	17200	17100	8410.29	SAMPLE_40	ORF1ab
MN908947.3	17200	17400	17300	9521.67	SAMPLE_40	ORF1ab
MN908947.3	17400	17600	17500	3985.08	SAMPLE_40	ORF1ab
MN908947.3	17600	17800	17700	2120.43	SAMPLE_40	ORF1ab
MN908947.3	17800	18000	17900	0.0	SAMPLE_40	ORF1ab
MN908947.3	18000	18200	18100	0.0	SAMPLE_40	ORF1ab
MN908947.3	18200	18400	18300	0.0	SAMPLE_40	ORF1ab
MN908947.3	18400	18600	18500	0.0	SAMPLE_40	ORF1ab
MN908947.3	18600	18800	18700	8551.09	SAMPLE_40	ORF1ab
MN908947.3	18800	19000	18900	7548.73	SAMPLE_40	ORF1ab
MN908947.3	19000	19200	19100	0.04	SAMPLE_40	ORF1ab
MN908947.3	19200	19400	19300	0.16	SAMPLE_40	ORF1ab
MN908947.3	19400	19600	19500	168.56	SAMPLE_40	ORF1ab
MN908947.3	19600	19800	19700	1845.78	SAMPLE_40	ORF1ab
MN908947.3	19800	20000	19900	1305.84	SAMPLE_40	ORF1ab
MN908947.3	20000	20200	20100	0.0	SAMPLE_40	ORF1ab
MN908947.3	20200	20400	20300	321.08	SAMPLE_40	ORF1ab
MN908947.3	20400	20600	20500	192.05	SAMPLE_40	ORF1ab
MN908947.3	20600	20800	20700	0.0	SAMPLE_40	ORF1ab
MN908947.3	20800	21000	20900	0.0	SAMPLE_40	ORF1ab
MN908947.3	21000	21200	21100	62.03	SAMPLE_40	ORF1ab
MN908947.3	21200	21400	21300	152.98	SAMPLE_40	ORF1ab
MN908947.3	21400	21600	21500	13.01	SAMPLE_40	ORF1ab
MN908947.3	21600	21800	21700	0.0	SAMPLE_40	S
MN908947.3	21800	22000	21900	37.9	SAMPLE_40	S
MN908947.3	22000	22200	22100	933.34	SAMPLE_40	S
MN908947.3	22200	22400	22300	616.47	SAMPLE_40	S
MN908947.3	22400	22600	22500	108.75	SAMPLE_40	S
MN908947.3	22600	22800	22700	13.33	SAMPLE_40	S
MN908947.3	22800	23000	22900	568.15	SAMPLE_40	S
MN908947.3	23000	23200	23100	3619.2	SAMPLE_40	S
MN908947.3	23200	23400	23300	10080.86	SAMPLE_40	S
MN908947.3	23400	23600	23500	12436.68	SAMPLE_40	S
MN908947.3	23600	23800	23700	5905.28	SAMPLE_40	S
MN908947.3	23800	24000	23900	422.71	SAMPLE_40	S
MN908947.3	24000	24200	24100	2.9	SAMPLE_40	S
MN908947.3	24200	24400	24300	10.86	SAMPLE_40	S
MN908947.3	24400	24600	24500	1019.19	SAMPLE_40	S
MN908947.3	24600	24800	24700	1099.03	SAMPLE_40	S
MN908947.3	24800	25000	24900	2.18	SAMPLE_40	S
MN908947.3	25000	25200	25100	14641.75	SAMPLE_40	S
MN908947.3	25200	25400	25300	14231.81	SAMPLE_40	S
MN908947.3	25400	25600	25500	4253.97	SAMPLE_40	ORF3a
MN908947.3	25600	25800	25700	1085.93	SAMPLE_40	ORF3a
MN908947.3	25800	26000	25900	60.82	SAMPLE_40	ORF3a
MN908947.3	26000	26200	26100	49.08	SAMPLE_40	ORF3a
MN908947.3	26200	26400	26300	2200.75	SAMPLE_40	E
MN908947.3	26400	26600	26500	6785.65	SAMPLE_40	intergenic
MN908947.3	26600	26800	26700	8096.07	SAMPLE_40	M
MN908947.3	26800	27000	26900	5865.41	SAMPLE_40	M
MN908947.3	27000	27200	27100	243.92	SAMPLE_40	M
MN908947.3	27200	27400	27300	0.0	SAMPLE_40	ORF6
MN908947.3	27400	27600	27500	0.5	SAMPLE_40	ORF7a
MN908947.3	27600	27800	27700	0.34	SAMPLE_40	ORF7a
MN908947.3	27800	28000	27900	1436.03	SAMPLE_40	ORF8
MN908947.3	28000	28200	28100	4865.17	SAMPLE_40	ORF8
MN908947.3	28200	28400	28300	8490.73	SAMPLE_40	N
MN908947.3	28400	28600	28500	15803.83	SAMPLE_40	N
MN908947.3	28600	28800	28700	12385.82	SAMPLE_40	N
MN908947.3	28800	29000	28900	86.26	SAMPLE_40	N
MN908947.3	29000	29200	29100	6239.62	SAMPLE_40	N
MN908947.3	29200	29400	29300	6198.15	SAMPLE_40	N
MN908947.3	29400	29600	29500	1488.36	SAMPLE_40	N
MN908947.3	29600	29800	29700	1906.54	SAMPLE_40	3'UTR
MN908947.3	29800	29903	29851	484.6	SAMPLE_40	3'UTR
MN908947.3	0	200	100	0.0	SAMPLE_27	5'UTR
MN908947.3	200	400	300	0.0	SAMPLE_27	ORF1ab
MN908947.3	400	600	500	0.0	SAMPLE_27	ORF1ab
MN908947.3	600	800	700	0.0	SAMPLE_27	ORF1ab
MN908947.3	800	1000	900	0.0	SAMPLE_27	ORF1ab
MN908947.3	1000	1200	1100	0.0	SAMPLE_27	ORF1ab
MN908947.3	1200	1400	1300	0.0	SAMPLE_27	ORF1ab
MN908947.3	1400	1600	1500	0.0	SAMPLE_27	ORF1ab
MN908947.3	1600	1800	1700	0.0	SAMPLE_27	ORF1ab
MN908947.3	1800	2000	1900	0.0	SAMPLE_27	ORF1ab
MN908947.3	2000	2200	2100	0.0	SAMPLE_27	ORF1ab
MN908947.3	2200	2400	2300	0.0	SAMPLE_27	ORF1ab
MN908947.3	2400	2600	2500	0.0	SAMPLE_27	ORF1ab
MN908947.3	2600	2800	2700	0.0	SAMPLE_27	ORF1ab
MN908947.3	2800	3000	2900	0.0	SAMPLE_27	ORF1ab
MN908947.3	3000	3200	3100	0.0	SAMPLE_27	ORF1ab
MN908947.3	3200	3400	3300	0.0	SAMPLE_27	ORF1ab
MN908947.3	3400	3600	3500	0.0	SAMPLE_27	ORF1ab
MN908947.3	3600	3800	3700	0.0	SAMPLE_27	ORF1ab
MN908947.3	3800	4000	3900	0.0	SAMPLE_27	ORF1ab
MN908947.3	4000	4200	4100	0.0	SAMPLE_27	ORF1ab
MN908947.3	4200	4400	4300	0.0	SAMPLE_27	ORF1ab
MN908947.3	4400	4600	4500	0.0	SAMPLE_27	ORF1ab
MN908947.3	4600	4800	4700	0.0	SAMPLE_27	ORF1ab
MN908947.3	4800	5000	4900	0.0	SAMPLE_27	ORF1ab
MN908947.3	5000	5200	5100	0.0	SAMPLE_27	ORF1ab
MN908947.3	5200	5400	5300	0.6	SAMPLE_27	ORF1ab
MN908947.3	5400	5600	5500	0.0	SAMPLE_27	ORF1ab
MN908947.3	5600	5800	5700	0.0	SAMPLE_27	ORF1ab
MN908947.3	5800	6000	5900	0.0	SAMPLE_27	ORF1ab
MN908947.3	6000	6200	6100	0.17	SAMPLE_27	ORF1ab
MN908947.3	6200	6400	6300	0.0	SAMPLE_27	ORF1ab
MN908947.3	6400	6600	6500	0.0	SAMPLE_27	ORF1ab
MN908947.3	6600	6800	6700	0.0	SAMPLE_27	ORF1ab
MN908947.3	6800	7000	6900	0.0	SAMPLE_27	ORF1ab
MN908947.3	7000	7200	7100	0.0	SAMPLE_27	ORF1ab
MN908947.3	7200	7400	7300	0.0	SAMPLE_27	ORF1ab
MN908947.3	7400	7600	7500	0.0	SAMPLE_27	ORF1ab
MN908947.3	7600	7800	7700	0.0	SAMPLE_27	ORF1ab
MN908947.3	7800	8000	7900	0.0	SAMPLE_27	ORF1ab
MN908947.3	8000	8200	8100	0.0	SAMPLE_27	ORF1ab
MN908947.3	8200	8400	8300	0.0	SAMPLE_27	ORF1ab
MN908947.3	8400	8600	8500	0.0	SAMPLE_27	ORF1ab
MN908947.3	8600	8800	8700	0.0	SAMPLE_27	ORF1ab
MN908947.3	8800	9000	8900	0.15	SAMPLE_27	ORF1ab
MN908947.3	9000	9200	9100	0.0	SAMPLE_27	ORF1ab
MN908947.3	9200	9400	9300	0.15	SAMPLE_27	ORF1ab
MN908947.3	9400	9600	9500	0.0	SAMPLE_27	ORF1ab
MN908947.3	9600	9800	9700	0.0	SAMPLE_27	ORF1ab
MN908947.3	9800	10000	9900	0.0	SAMPLE_27	ORF1ab
MN908947.3	10000	10200	10100	7299.74	SAMPLE_27	ORF1ab
MN908947.3	10200	10400	10300	10801.14	SAMPLE_27	ORF1ab
MN908947.3	10400	10600	10500	2256.5	SAMPLE_27	ORF1ab
MN908947.3	10600	10800	10700	0.0	SAMPLE_27	ORF1ab
MN908947.3	10800	11000	10900	0.0	SAMPLE_27	ORF1ab
MN908947.3	11000	11200	11100	0.0	SAMPLE_27	ORF1ab
MN908947.3	11200	11400	11300	0.0	SAMPLE_27	ORF1ab
MN908947.3	11400	11600	11500	0.0	SAMPLE_27	ORF1ab
MN908947.3	11600	11800	11700	0.0	SAMPLE_27	ORF1ab
MN908947.3	11800	12000	11900	0.0	SAMPLE_27	ORF1ab
MN908947.3	12000	12200	12100	1240.55	SAMPLE_27	ORF1ab
MN908947.3	12200	12400	12300	2991.29	SAMPLE_27	ORF1ab
MN908947.3	12400	12600	12500	1180.69	SAMPLE_27	ORF1ab
MN908947.3	12600	12800	12700	0.0	SAMPLE_27	ORF1ab
MN908947.3	12800	13000	12900	0.0	SAMPLE_27	ORF1ab
MN908947.3	13000	13200	13100	0.0	SAMPLE_27	ORF1ab
MN908947.3	13200	13400	13300	0.0	SAMPLE_27	ORF1ab
MN908947.3	13400	13600	13500	0.0	SAMPLE_27	ORF1ab
MN908947.3	13600	13800	13700	0.0	SAMPLE_27	ORF1ab
MN908947.3	13800	14000	13900	0.0	SAMPLE_27	ORF1ab
MN908947.3	14000	14200	14100	0.0	SAMPLE_27	ORF1ab
MN908947.3	14200	14400	14300	4694.24	SAMPLE_27	ORF1ab
MN908947.3	14400	14600	14500	4716.75	SAMPLE_27	ORF1ab
MN908947.3	14600	14800	14700	0.0	SAMPLE_27	ORF1ab
MN908947.3	14800	15000	14900	0.0	SAMPLE_27	ORF1ab
MN908947.3	15000	15200	15100	0.0	SAMPLE_27	ORF1ab
MN908947.3	15200	15400	15300	0.0	SAMPLE_27	ORF1ab
MN908947.3	15400	15600	15500	0.0	SAMPLE_27	ORF1ab
MN908947.3	15600	15800	15700	0.0	SAMPLE_27	ORF1ab
MN908947.3	15800	16000	15900	0.0	SAMPLE_27	ORF1ab
MN908947.3	16000	16200	16100	0.0	SAMPLE_27	ORF1ab
MN908947.3	16200	16400	16300	0.0	SAMPLE_27	ORF1ab
MN908947.3	16400	16600	16500	0.0	SAMPLE_27	ORF1ab
MN908947.3	16600	16800	16700	0.0	SAMPLE_27	ORF1ab
MN908947.3	16800	17000	16900	0.0	SAMPLE_27	ORF1ab
MN908947.3	17000	17200	17100	0.0	SAMPLE_27	ORF1ab
MN908947.3	17200	17400	17300	0.0	SAMPLE_27	ORF1ab
MN908947.3	17400	17600	17500	0.0	SAMPLE_27	ORF1ab
MN908947.3	17600	17800	17700	0.0	SAMPLE_27	ORF1ab
MN908947.3	17800	18000	17900	0.0	SAMPLE_27	ORF1ab
MN908947.3	18000	18200	18100	0.0	SAMPLE_27	ORF1ab
MN908947.3	18200	18400	18300	0.0	SAMPLE_27	ORF1ab
MN908947.3	18400	18600	18500	0.0	SAMPLE_27	ORF1ab
MN908947.3	18600	18800	18700	0.0	SAMPLE_27	ORF1ab
MN908947.3	18800	19000	18900	0.0	SAMPLE_27	ORF1ab
MN908947.3	19000	19200	19100	0.09	SAMPLE_27	ORF1ab
MN908947.3	19200	19400	19300	0.32	SAMPLE_27	ORF1ab
MN908947.3	19400	19600	19500	0.0	SAMPLE_27	ORF1ab
MN908947.3	19600	19800	19700	0.0	SAMPLE_27	ORF1ab
MN908947.3	19800	20000	19900	0.0	SAMPLE_27	ORF1ab
MN908947.3	20000	20200	20100	0.0	SAMPLE_27	ORF1ab
MN908947.3	20200	20400	20300	0.0	SAMPLE_27	ORF1ab
MN908947.3	20400	20600	20500	0.0	SAMPLE_27	ORF1ab
MN908947.3	20600	20800	20700	0.0	SAMPLE_27	ORF1ab
MN908947.3	20800	21000	20900	0.0	SAMPLE_27	ORF1ab
MN908947.3	21000	21200	21100	0.0	SAMPLE_27	ORF1ab
MN908947.3	21200	21400	21300	0.0	SAMPLE_27	ORF1ab
MN908947.3	21400	21600	21500	0.0	SAMPLE_27	ORF1ab
MN908947.3	21600	21800	21700	0.0	SAMPLE_27	S
MN908947.3	21800	22000	21900	0.0	SAMPLE_27	S
MN908947.3	22000	22200	22100	0.0	SAMPLE_27	S
MN908947.3	22200	22400	22300	0.0	SAMPLE_27	S
MN908947.3	22400	22600	22500	0.0	SAMPLE_27	S
MN908947.3	22600	22800	22700	0.0	SAMPLE_27	S
MN908947.3	22800	23000	22900	0.0	SAMPLE_27	S
MN908947.3	23000	23200	23100	0.0	SAMPLE_27	S
MN908947.3	23200	23400	23300	0.0	SAMPLE_27	S
MN908947.3	23400	23600	23500	0.0	SAMPLE_27	S
MN908947.3	23600	23800	23700	0.0	SAMPLE_27	S
MN908947.3	23800	24000	23900	0.0	SAMPLE_27	S
MN908947.3	24000	24200	24100	0.0	SAMPLE_27	S
MN908947.3	24200	24400	24300	0.0	SAMPLE_27	S
MN908947.3	24400	24600	24500	1294.79	SAMPLE_27	S
MN908947.3	24600	24800	24700	1457.47	SAMPLE_27	S
MN908947.3	24800	25000	24900	0.0	SAMPLE_27	S
MN908947.3	25000	25200	25100	0.0	SAMPLE_27	S
MN908947.3	25200	25400	25300	355.88	SAMPLE_27	S
MN908947.3	25400	25600	25500	427.36	SAMPLE_27	ORF3a
MN908947.3	25600	25800	25700	112.51	SAMPLE_27	ORF3a
MN908947.3	25800	26000	25900	19.47	SAMPLE_27	ORF3a
MN908947.3	26000	26200	26100	64.75	SAMPLE_27	ORF3a
MN908947.3	26200	26400	26300	17.51	SAMPLE_27	E
MN908947.3	26400	26600	26500	1242.2	SAMPLE_27	intergenic
MN908947.3	26600	26800	26700	0.0	SAMPLE_27	M
MN908947.3	26800	27000	26900	0.0	SAMPLE_27	M
MN908947.3	27000	27200	27100	0.0	SAMPLE_27	M
MN908947.3	27200	27400	27300	0.0	SAMPLE_27	ORF6
MN908947.3	27400	27600	27500	0.0	SAMPLE_27	ORF7a
MN908947.3	27600	27800	27700	0.0	SAMPLE_27	ORF7a
MN908947.3	27800	28000	27900	0.0	SAMPLE_27	ORF8
MN908947.3	28000	28200	28100	0.0	SAMPLE_27	ORF8
MN908947.3	28200	28400	28300	0.0	SAMPLE_27	N
MN908947.3	28400	28600	28500	0.0	SAMPLE_27	N
MN908947.3	28600	28800	28700	51.65	SAMPLE_27	N
MN908947.3	28800	29000	28900	86.05	SAMPLE_27	N
MN908947.3	29000	29200	29100	14.54	SAMPLE_27	N
MN908947.3	29200	29400	29300	0.0	SAMPLE_27	N
MN908947.3	29400	29600	29500	0.0	SAMPLE_27	N
MN908947.3	29600	29800	29700	0.0	SAMPLE_27	3'UTR
MN908947.3	29800	29903	29851	0.33	SAMPLE_27	3'UTR
MN908947.3	0	200	100	1778.62	SAMPLE_07	5'UTR
MN908947.3	200	400	300	3946.88	SAMPLE_07	ORF1ab
MN908947.3	400	600	500	5961.45	SAMPLE_07	ORF1ab
MN908947.3	600	800	700	7204.26	SAMPLE_07	ORF1ab
MN908947.3	800	1000	900	4628.38	SAMPLE_07	ORF1ab
MN908947.3	1000	1200	1100	4100.29	SAMPLE_07	ORF1ab
MN908947.3	1200	1400	1300	3510.72	SAMPLE_07	ORF1ab
MN908947.3	1400	1600	1500	1534.31	SAMPLE_07	ORF1ab
MN908947.3	1600	1800	1700	3177.96	SAMPLE_07	ORF1ab
MN908947.3	1800	2000	1900	4023.11	SAMPLE_07	ORF1ab
MN908947.3	2000	2200	2100	3227.52	SAMPLE_07	ORF1ab
MN908947.3	2200	2400	2300	4235.57	SAMPLE_07	ORF1ab
MN908947.3	2400	2600	2500	6152.46	SAMPLE_07	ORF1ab
MN908947.3	2600	2800	2700	3295.64	SAMPLE_07	ORF1ab
MN908947.3	2800	3000	2900	8649.82	SAMPLE_07	ORF1ab
MN908947.3	3000	3200	3100	8328.01	SAMPLE_07	ORF1ab
MN908947.3	3200	3400	3300	4501.01	SAMPLE_07	ORF1ab
MN908947.3	3400	3600	3500	4670.47	SAMPLE_07	ORF1ab
MN908947.3	3600	3800	3700	2827.46	SAMPLE_07	ORF1ab
MN908947.3	3800	4000	3900	5125.77	SAMPLE_07	ORF1ab
MN908947.3	4000	4200	4100	9165.88	SAMPLE_07	ORF1ab
MN908947.3	4200	4400	4300	11435.88	SAMPLE_07	ORF1ab
MN908947.3	4400	4600	4500	7847.52	SAMPLE_07	ORF1ab
MN908947.3	4600	4800	4700	6558.26	SAMPLE_07	ORF1ab
MN908947.3	4800	5000	4900	5349.79	SAMPLE_07	ORF1ab
MN908947.3	5000	5200	5100	1420.14	SAMPLE_07	ORF1ab
MN908947.3	5200	5400	5300	7384.3	SAMPLE_07	ORF1ab
MN908947.3	5400	5600	5500	10175.19	SAMPLE_07	ORF1ab
MN908947.3	5600	5800	5700	9608.59	SAMPLE_07	ORF1ab
MN908947.3	5800	6000	5900	5781.15	SAMPLE_07	ORF1ab
MN908947.3	6000	6200	6100	3999.55	SAMPLE_07	ORF1ab
