sample	chrom	start	end	log2	baf	copy_number	segment	label
TUMOUR_A	chr2	38260000	38280000	0.197	0.566	3	bin	
TUMOUR_A	chr2	38280000	38300000	0.278	0.428	3	bin	
TUMOUR_A	chr2	38300000	38320000	0.248	0.633	3	bin	
TUMOUR_A	chr2	38320000	38340000	0.177	0.34	3	bin	
TUMOUR_A	chr2	38340000	38360000	0.238	0.376	3	bin	
TUMOUR_A	chr2	38360000	38380000	0.114	0.42	3	bin	
TUMOUR_A	chr2	38380000	38400000	0.488	0.615	3	bin	
TUMOUR_A	chr2	38400000	38420000	0.233	0.35	3	bin	
TUMOUR_A	chr2	38420000	38440000	0.17	0.409	3	bin	
TUMOUR_A	chr2	38440000	38460000	0.158	0.573	3	bin	
TUMOUR_A	chr2	38460000	38480000	0.503	0.639	3	bin	
TUMOUR_A	chr2	38480000	38500000	0.499	0.421	3	bin	
TUMOUR_A	chr2	38500000	38520000	0.484	0.632	3	bin	
TUMOUR_A	chr2	38520000	38540000	0.144	0.608	3	bin	
TUMOUR_A	chr2	38540000	38560000	0.242	0.586	3	bin	
TUMOUR_A	chr2	38560000	38580000	0.237	0.618	3	bin	
TUMOUR_A	chr2	38580000	38600000	0.08	0.626	3	bin	
TUMOUR_A	chr2	38600000	38620000	0.377	0.342	3	bin	
TUMOUR_A	chr2	38620000	38640000	0.21	0.642	3	bin	
TUMOUR_A	chr2	38640000	38660000	0.305	0.399	3	bin	
TUMOUR_A	chr2	38660000	38680000	0.355	0.442	3	bin	
TUMOUR_A	chr2	38680000	38700000	0.423	0.638	3	bin	
TUMOUR_A	chr2	38700000	38720000	0.432	0.393	3	bin	
TUMOUR_A	chr2	38720000	38740000	0.292	0.411	3	bin	
TUMOUR_A	chr2	38740000	38760000	0.078	0.646	3	bin	
TUMOUR_A	chr2	38760000	38780000	0.396	0.561	3	bin	
TUMOUR_A	chr2	38780000	38800000	0.359	0.625	3	bin	
TUMOUR_A	chr2	38800000	38820000	0.396	0.396	3	bin	
TUMOUR_A	chr2	38820000	38840000	0.41	0.397	3	bin	
TUMOUR_A	chr2	38840000	38860000	0.19	0.392	3	bin	
TUMOUR_A	chr2	38860000	38880000	0.18	0.395	3	bin	
TUMOUR_A	chr2	38880000	38900000	0.238	0.355	3	bin	
TUMOUR_A	chr2	38900000	38920000	0.161	0.372	3	bin	
TUMOUR_A	chr2	38920000	38940000	0.41	0.404	3	bin	
TUMOUR_A	chr2	38940000	38960000	0.232	0.357	3	bin	
TUMOUR_A	chr2	38960000	38980000	0.423	0.627	3	bin	
TUMOUR_A	chr2	38980000	39000000	0.237	0.628	3	bin	
TUMOUR_A	chr2	39000000	39020000	0.176	0.414	3	bin	
TUMOUR_A	chr2	39020000	39040000	0.224	0.6	3	bin	
TUMOUR_A	chr2	39040000	39060000	0.336	0.618	3	bin	
TUMOUR_A	chr2	39060000	39080000	0.38	0.4	3	bin	
TUMOUR_A	chr2	39080000	39100000	0.368	0.356	3	bin	
TUMOUR_A	chr2	39100000	39120000	0.107	0.385	3	bin	
TUMOUR_A	chr2	39120000	39140000	0.266	0.643	3	bin	
TUMOUR_A	chr2	39140000	39160000	0.318	0.509	3	bin	
TUMOUR_A	chr2	39160000	39180000	0.338	0.425	3	bin	
TUMOUR_A	chr2	39180000	39200000	0.347	0.359	3	bin	
TUMOUR_A	chr2	39200000	39220000	0.274	0.698	3	bin	
TUMOUR_A	chr2	39220000	39240000	0.101	0.419	3	bin	
TUMOUR_A	chr2	39240000	39260000	0.357	0.401	3	bin	
TUMOUR_A	chr2	39260000	39280000	0.212	0.416	3	bin	
TUMOUR_A	chr2	39280000	39300000	0.308	0.568	3	bin	
TUMOUR_A	chr2	39300000	39320000	0.464	0.354	3	bin	
TUMOUR_A	chr2	39320000	39340000	0.228	0.584	3	bin	
TUMOUR_A	chr2	39340000	39360000	0.331	0.578	3	bin	
TUMOUR_A	chr2	39360000	39380000	0.351	0.448	3	bin	
TUMOUR_A	chr2	39380000	39400000	0.362	0.668	3	bin	
TUMOUR_A	chr2	39400000	39420000	0.266	0.569	3	bin	
TUMOUR_A	chr2	39420000	39440000	0.251	0.417	3	bin	
TUMOUR_A	chr2	39440000	39460000	0.384	0.412	3	bin	
TUMOUR_A	chr2	39460000	39480000	0.124	0.637	3	bin	
TUMOUR_A	chr2	39480000	39500000	0.336	0.609	3	bin	
TUMOUR_A	chr2	39500000	39520000	0.138	0.393	3	bin	
TUMOUR_A	chr2	39520000	39540000	0.343	0.381	3	bin	
TUMOUR_A	chr2	39540000	39560000	0.36	0.46	3	bin	
TUMOUR_A	chr2	39560000	39580000	0.065	0.55	3	bin	
TUMOUR_A	chr2	39580000	39600000	0.355	0.444	3	bin	
TUMOUR_A	chr2	39600000	39620000	0.482	0.384	3	bin	
TUMOUR_A	chr2	39620000	39640000	0.136	0.648	3	bin	
TUMOUR_A	chr2	39640000	39660000	0.194	0.406	3	bin	
TUMOUR_A	chr2	39660000	39680000	0.182	0.658	3	bin	
TUMOUR_A	chr2	39680000	39700000	0.304	0.628	3	bin	
TUMOUR_A	chr2	39700000	39720000	0.325	0.598	3	bin	
TUMOUR_A	chr2	39720000	39740000	0.274	0.657	3	bin	
TUMOUR_A	chr2	39740000	39760000	0.179	0.403	3	bin	
TUMOUR_A	chr2	39760000	39780000	0.051	0.552	3	bin	
TUMOUR_A	chr2	39780000	39800000	0.559	0.369	3	bin	
TUMOUR_A	chr2	39800000	39820000	0.319	0.409	3	bin	
TUMOUR_A	chr2	39820000	39840000	0.096	0.577	3	bin	
TUMOUR_A	chr2	39840000	39860000	0.014	0.414	3	bin	
TUMOUR_A	chr2	39860000	39880000	0.306	0.419	3	bin	
TUMOUR_A	chr2	39880000	39900000	0.294	0.391	3	bin	
TUMOUR_A	chr2	39900000	39920000	0.419	0.566	3	bin	
TUMOUR_A	chr2	39920000	39940000	0.411	0.442	3	bin	
TUMOUR_A	chr2	39940000	39960000	0.278	0.545	3	bin	
TUMOUR_A	chr2	39960000	39980000	0.391	0.443	3	bin	
TUMOUR_A	chr2	39980000	40000000	0.154	0.441	3	bin	
TUMOUR_A	chr2	40000000	40020000	0.274	0.533	3	bin	
TUMOUR_A	chr2	40020000	40040000	0.357	0.638	3	bin	
TUMOUR_A	chr2	40040000	40060000	0.07	0.593	3	bin	
TUMOUR_A	chr2	40060000	40080000	0.179	0.589	3	bin	
TUMOUR_A	chr2	40080000	40100000	0.209	0.408	3	bin	
TUMOUR_A	chr2	40100000	40120000	0.57	0.624	3	bin	
TUMOUR_A	chr2	40120000	40140000	0.399	0.354	3	bin	
TUMOUR_A	chr2	40140000	40160000	0.258	0.573	3	bin	
TUMOUR_A	chr2	40160000	40180000	0.299	0.621	3	bin	
TUMOUR_A	chr2	40180000	40200000	0.151	0.431	3	bin	
TUMOUR_A	chr2	40200000	40220000	0.043	0.368	3	bin	
TUMOUR_A	chr2	40220000	40240000	0.204	0.426	3	bin	
TUMOUR_A	chr2	40240000	40260000	0.136	0.589	3	bin	
TUMOUR_A	chr2	40260000	40280000	0.289	0.416	3	bin	
TUMOUR_A	chr2	40280000	40300000	0.221	0.602	3	bin	
TUMOUR_A	chr2	40300000	40320000	0.217	0.608	3	bin	
TUMOUR_A	chr2	40320000	40340000	0.115	0.596	3	bin	
TUMOUR_A	chr2	40340000	40360000	0.192	0.394	3	bin	
TUMOUR_A	chr2	40360000	40380000	0.221	0.426	3	bin	
TUMOUR_A	chr2	40380000	40400000	0.357	0.578	3	bin	
TUMOUR_A	chr2	40400000	40420000	0.21	0.427	3	bin	
TUMOUR_A	chr2	40420000	40440000	0.145	0.428	3	bin	
TUMOUR_A	chr2	40440000	40460000	0.224	0.417	3	bin	
TUMOUR_A	chr2	40460000	40480000	0.257	0.682	3	bin	
TUMOUR_A	chr2	40480000	40500000	0.316	0.596	3	bin	
TUMOUR_A	chr2	40500000	40520000	0.322	0.436	3	bin	
TUMOUR_A	chr2	40520000	40540000	0.322	0.462	3	bin	
TUMOUR_A	chr2	40540000	40560000	0.399	0.601	3	bin	
TUMOUR_A	chr2	40560000	40580000	0.268	0.634	3	bin	
TUMOUR_A	chr2	40580000	40600000	0.294	0.588	3	bin	
TUMOUR_A	chr2	40600000	40620000	0.216	0.602	3	bin	
TUMOUR_A	chr2	40620000	40640000	0.37	0.582	3	bin	
TUMOUR_A	chr2	40640000	40660000	0.452	0.417	3	bin	
TUMOUR_A	chr2	40660000	40680000	0.282	0.62	3	bin	
TUMOUR_A	chr2	40680000	40700000	0.306	0.385	3	bin	
TUMOUR_A	chr2	40700000	40720000	0.281	0.621	3	bin	
TUMOUR_A	chr2	40720000	40740000	0.412	0.405	3	bin	
TUMOUR_A	chr2	40740000	40760000	0.254	0.406	3	bin	
TUMOUR_A	chr2	40760000	40780000	0.318	0.66	3	bin	
TUMOUR_A	chr2	40780000	40800000	0.433	0.409	3	bin	
TUMOUR_A	chr2	40800000	40820000	0.3	0.664	3	bin	
TUMOUR_A	chr2	40820000	40840000	0.284	0.387	3	bin	
TUMOUR_A	chr2	40840000	40860000	0.484	0.429	3	bin	
TUMOUR_A	chr2	40860000	40880000	0.207	0.347	3	bin	
TUMOUR_A	chr2	40880000	40900000	0.272	0.389	3	bin	
TUMOUR_A	chr2	40900000	40920000	0.281	0.561	3	bin	
TUMOUR_A	chr2	40920000	40940000	0.234	0.623	3	bin	
TUMOUR_A	chr2	40940000	40960000	0.448	0.456	3	bin	
TUMOUR_A	chr2	40960000	40980000	0.133	0.437	3	bin	
TUMOUR_A	chr2	40980000	41000000	0.368	0.347	3	bin	
TUMOUR_A	chr2	41000000	41020000	0.337	0.621	3	bin	
TUMOUR_A	chr2	41020000	41040000	0.24	0.373	3	bin	
TUMOUR_A	chr2	41040000	41060000	0.245	0.604	3	bin	
TUMOUR_A	chr2	41060000	41080000	0.263	0.425	3	bin	
TUMOUR_A	chr2	41080000	41100000	0.332	0.592	3	bin	
TUMOUR_A	chr2	41100000	41120000	0.328	0.426	3	bin	
TUMOUR_A	chr2	41120000	41140000	0.241	0.625	3	bin	
TUMOUR_A	chr2	41140000	41160000	0.216	0.374	3	bin	
TUMOUR_A	chr2	41160000	41180000	0.222	0.41	3	bin	
TUMOUR_A	chr2	41180000	41200000	0.134	0.602	3	bin	
TUMOUR_A	chr2	41200000	41220000	0.096	0.426	3	bin	
TUMOUR_A	chr2	41220000	41240000	0.369	0.565	3	bin	
TUMOUR_A	chr2	41240000	41260000	0.199	0.559	3	bin	
TUMOUR_A	chr2	41260000	41280000	0.416	0.393	3	bin	
TUMOUR_A	chr2	41280000	41300000	0.312	0.664	3	bin	
TUMOUR_A	chr2	41300000	41320000	0.136	0.455	3	bin	
TUMOUR_A	chr2	41320000	41340000	0.289	0.644	3	bin	
TUMOUR_A	chr2	41340000	41360000	0.307	0.604	3	bin	
TUMOUR_A	chr2	41360000	41380000	0.281	0.359	3	bin	
TUMOUR_A	chr2	41380000	41400000	0.333	0.403	3	bin	
TUMOUR_A	chr2	41400000	41420000	0.113	0.428	3	bin	
TUMOUR_A	chr2	41420000	41440000	0.241	0.656	3	bin	
TUMOUR_A	chr2	41440000	41460000	0.147	0.384	3	bin	
TUMOUR_A	chr2	41460000	41480000	0.294	0.615	3	bin	
TUMOUR_A	chr2	41480000	41500000	0.359	0.432	3	bin	
TUMOUR_A	chr2	41500000	41520000	0.338	0.591	3	bin	
TUMOUR_A	chr2	41520000	41540000	0.368	0.412	3	bin	
TUMOUR_A	chr2	41540000	41560000	0.132	0.338	3	bin	
TUMOUR_A	chr2	41560000	41580000	0.177	0.608	3	bin	
TUMOUR_A	chr2	41580000	41600000	0.302	0.582	3	bin	
TUMOUR_A	chr2	41600000	41620000	0.135	0.349	3	bin	
TUMOUR_A	chr2	41620000	41640000	0.042	0.395	3	bin	
TUMOUR_A	chr2	41640000	41660000	0.34	0.387	3	bin	
TUMOUR_A	chr2	41660000	41680000	0.249	0.38	3	bin	
TUMOUR_A	chr2	41680000	41700000	0.388	0.344	3	bin	
TUMOUR_A	chr2	41700000	41720000	0.227	0.574	3	bin	
TUMOUR_A	chr2	41720000	41740000	0.392	0.38	3	bin	
TUMOUR_A	chr2	41740000	41760000	0.438	0.584	3	bin	
TUMOUR_A	chr2	41760000	41780000	0.235	0.408	3	bin	
TUMOUR_A	chr2	41780000	41800000	0.476	0.589	3	bin	
TUMOUR_A	chr2	41800000	41820000	0.136	0.576	3	bin	
TUMOUR_A	chr2	41820000	41840000	0.201	0.61	3	bin	
TUMOUR_A	chr2	41840000	41860000	0.11	0.39	3	bin	
TUMOUR_A	chr2	41860000	41880000	0.299	0.387	3	bin	
TUMOUR_A	chr2	41880000	41900000	0.178	0.636	3	bin	
TUMOUR_A	chr2	41900000	41920000	0.165	0.382	3	bin	
TUMOUR_A	chr2	41920000	41940000	0.246	0.564	3	bin	
TUMOUR_A	chr2	41940000	41960000	0.482	0.495	3	bin	
TUMOUR_A	chr2	41960000	41980000	0.559	0.6	3	bin	
TUMOUR_A	chr2	41980000	42000000	0.368	0.415	3	bin	
TUMOUR_A	chr2	42000000	42020000	0.173	0.395	3	bin	
TUMOUR_A	chr2	42020000	42040000	0.334	0.608	3	bin	
TUMOUR_A	chr2	42040000	42060000	0.562	0.412	3	bin	
TUMOUR_A	chr2	42060000	42080000	0.278	0.394	3	bin	
TUMOUR_A	chr2	42080000	42100000	0.281	0.388	3	bin	
TUMOUR_A	chr2	42100000	42120000	0.086	0.551	3	bin	
TUMOUR_A	chr2	42120000	42140000	0.477	0.371	3	bin	
TUMOUR_A	chr2	42140000	42160000	0.178	0.426	3	bin	
TUMOUR_A	chr2	42160000	42180000	0.462	0.659	3	bin	
TUMOUR_A	chr2	42180000	42200000	0.165	0.458	3	bin	
TUMOUR_A	chr2	42200000	42220000	0.144	0.549	3	bin	
TUMOUR_A	chr2	42220000	42240000	0.193	0.401	3	bin	
TUMOUR_A	chr2	42240000	42260000	0.276	0.389	3	bin	
TUMOUR_A	chr2	42260000	42280000	0.207	0.412	3	bin	
TUMOUR_A	chr2	42280000	42300000	0.192	0.401	3	bin	
TUMOUR_A	chr2	42300000	42320000	0.158	0.604	3	bin	
TUMOUR_A	chr2	42320000	42340000	0.079	0.582	3	bin	
TUMOUR_A	chr2	42340000	42360000	0.219	0.603	3	bin	
TUMOUR_A	chr2	42360000	42380000	0.506	0.418	3	bin	
TUMOUR_A	chr2	42380000	42400000	0.362	0.45	3	bin	
TUMOUR_A	chr2	42400000	42420000	0.398	0.399	3	bin	
TUMOUR_A	chr2	42420000	42440000	0.118	0.565	3	bin	
TUMOUR_A	chr2	42440000	42460000	0.121	0.581	3	bin	
TUMOUR_A	chr2	42460000	42480000	0.33	0.379	3	bin	
TUMOUR_A	chr2	42480000	42500000	0.153	0.386	3	bin	
TUMOUR_A	chr2	42500000	42520000	0.474	0.633	3	bin	
TUMOUR_A	chr2	42520000	42540000	0.368	0.369	3	bin	
TUMOUR_A	chr2	42540000	42560000	0.043	0.415	3	bin	
TUMOUR_A	chr2	42560000	42580000	0.218	0.415	3	bin	
TUMOUR_A	chr2	42580000	42600000	0.174	0.387	3	bin	
TUMOUR_A	chr2	42600000	42620000	0.271	0.561	3	bin	
TUMOUR_A	chr2	42620000	42640000	0.168	0.642	3	bin	
TUMOUR_A	chr2	42640000	42660000	0.292	0.581	3	bin	
TUMOUR_A	chr2	42660000	42680000	0.112	0.344	3	bin	
TUMOUR_A	chr2	42680000	42700000	0.298	0.606	3	bin	
TUMOUR_A	chr2	42700000	42720000	0.479	0.472	3	bin	
TUMOUR_A	chr2	42720000	42740000	0.19	0.391	3	bin	
TUMOUR_A	chr2	42740000	42760000	0.289	0.432	3	bin	
TUMOUR_A	chr2	42760000	42780000	0.394	0.373	3	bin	
TUMOUR_A	chr2	42780000	42800000	0.433	0.331	3	bin	
TUMOUR_A	chr2	42800000	42820000	0.542	0.624	3	bin	
TUMOUR_A	chr2	42820000	42840000	0.32	0.357	3	bin	
TUMOUR_A	chr2	42840000	42860000	0.226	0.647	3	bin	
TUMOUR_A	chr2	42860000	42880000	0.374	0.393	3	bin	
TUMOUR_A	chr2	42880000	42900000	0.212	0.402	3	bin	
TUMOUR_A	chr2	42900000	42920000	0.275	0.608	3	bin	
TUMOUR_A	chr2	42920000	42940000	0.126	0.379	3	bin	
TUMOUR_A	chr2	42940000	42960000	0.497	0.549	3	bin	
TUMOUR_A	chr2	42960000	42980000	0.312	0.456	3	bin	
TUMOUR_A	chr2	42980000	43000000	0.236	0.412	3	bin	
TUMOUR_A	chr2	43000000	43020000	0.518	0.62	3	bin	
TUMOUR_A	chr2	43020000	43040000	0.251	0.39	3	bin	
TUMOUR_A	chr2	43040000	43060000	0.284	0.35	3	bin	
TUMOUR_A	chr2	43060000	43080000	0.119	0.532	3	bin	
TUMOUR_A	chr2	43080000	43100000	0.248	0.643	3	bin	
TUMOUR_A	chr2	43100000	43120000	0.13	0.385	3	bin	
TUMOUR_A	chr2	43120000	43140000	0.316	0.605	3	bin	
TUMOUR_A	chr2	43140000	43160000	0.352	0.398	3	bin	
TUMOUR_A	chr2	43160000	43180000	0.382	0.62	3	bin	
TUMOUR_A	chr2	43180000	43200000	0.471	0.416	3	bin	
TUMOUR_A	chr2	43200000	43220000	0.392	0.407	3	bin	
TUMOUR_A	chr2	43220000	43240000	0.427	0.441	3	bin	
TUMOUR_A	chr2	43240000	43260000	0.259	0.659	3	bin	
TUMOUR_A	chr2	43260000	43280000	0.079	0.368	3	bin	
TUMOUR_A	chr2	43280000	43300000	0.273	0.473	3	bin	
TUMOUR_A	chr2	43300000	43320000	0.415	0.443	3	bin	
TUMOUR_A	chr2	43320000	43340000	0.24	0.379	3	bin	
TUMOUR_A	chr2	43340000	43360000	0.435	0.382	3	bin	
TUMOUR_A	chr2	43360000	43380000	0.471	0.594	3	bin	
TUMOUR_A	chr2	43380000	43400000	0.343	0.647	3	bin	
TUMOUR_A	chr2	43400000	43420000	0.088	0.394	3	bin	
TUMOUR_A	chr2	43420000	43440000	0.407	0.583	3	bin	
TUMOUR_A	chr2	43440000	43460000	0.108	0.416	3	bin	
TUMOUR_A	chr2	43460000	43480000	0.523	0.419	3	bin	
TUMOUR_A	chr2	43480000	43500000	0.234	0.387	3	bin	
TUMOUR_A	chr2	43500000	43520000	0.397	0.6	3	bin	
TUMOUR_A	chr2	43520000	43540000	0.44	0.64	3	bin	
TUMOUR_A	chr2	43540000	43560000	0.22	0.413	3	bin	
TUMOUR_A	chr2	43560000	43580000	0.217	0.61	3	bin	
TUMOUR_A	chr2	43580000	43600000	0.347	0.316	3	bin	
TUMOUR_A	chr2	43600000	43620000	0.248	0.589	3	bin	
TUMOUR_A	chr2	43620000	43640000	0.245	0.383	3	bin	
TUMOUR_A	chr2	43640000	43660000	0.2	0.579	3	bin	
TUMOUR_A	chr2	43660000	43680000	0.289	0.589	3	bin	
TUMOUR_A	chr2	43680000	43700000	0.495	0.62	3	bin	
TUMOUR_A	chr2	43700000	43720000	0.326	0.422	3	bin	
TUMOUR_A	chr2	43720000	43740000	0.33	0.394	3	bin	
TUMOUR_A	chr2	43740000	43760000	0.427	0.622	3	bin	
TUMOUR_A	chr2	43760000	43780000	0.243	0.611	3	bin	
TUMOUR_A	chr2	43780000	43800000	0.032	0.373	3	bin	
TUMOUR_A	chr2	43800000	43820000	0.129	0.41	3	bin	
TUMOUR_A	chr2	43820000	43840000	0.253	0.567	3	bin	
TUMOUR_A	chr2	43840000	43860000	0.517	0.389	3	bin	
TUMOUR_A	chr2	43860000	43880000	0.326	0.349	3	bin	
TUMOUR_A	chr2	43880000	43900000	0.44	0.636	3	bin	
TUMOUR_A	chr2	43900000	43920000	0.247	0.433	3	bin	
TUMOUR_A	chr2	43920000	43940000	0.061	0.438	3	bin	
TUMOUR_A	chr2	43940000	43960000	0.2	0.593	3	bin	
TUMOUR_A	chr2	43960000	43980000	0.355	0.44	3	bin	
TUMOUR_A	chr2	43980000	44000000	0.255	0.616	3	bin	
TUMOUR_A	chr2	44000000	44020000	0.291	0.397	3	bin	
TUMOUR_A	chr2	44020000	44040000	-0.174	0.501	2	bin	
TUMOUR_A	chr2	44040000	44060000	-0.038	0.475	2	bin	
TUMOUR_A	chr2	44060000	44080000	-0.287	0.462	2	bin	
TUMOUR_A	chr2	44080000	44100000	-0.003	0.49	2	bin	
TUMOUR_A	chr2	44100000	44120000	0.062	0.493	2	bin	
TUMOUR_A	chr2	44120000	44140000	0.037	0.524	2	bin	
TUMOUR_A	chr2	44140000	44160000	-0.151	0.517	2	bin	
TUMOUR_A	chr2	44160000	44180000	0.043	0.533	2	bin	
TUMOUR_A	chr2	44180000	44200000	-0.1	0.472	2	bin	
TUMOUR_A	chr2	44200000	44220000	-0.066	0.519	2	bin	
TUMOUR_A	chr2	44220000	44240000	-0.054	0.524	2	bin	
TUMOUR_A	chr2	44240000	44260000	-0.06	0.484	2	bin	
TUMOUR_A	chr2	44260000	44280000	0.0	0.512	2	bin	
TUMOUR_A	chr2	44280000	44300000	-0.072	0.533	2	bin	
TUMOUR_A	chr2	44300000	44320000	0.014	0.451	2	bin	
TUMOUR_A	chr2	44320000	44340000	-0.156	0.44	2	bin	
TUMOUR_A	chr2	44340000	44360000	-0.031	0.486	2	bin	
TUMOUR_A	chr2	44360000	44380000	-0.237	0.531	2	bin	
TUMOUR_A	chr2	44380000	44400000	0.169	0.459	2	bin	
TUMOUR_A	chr2	44400000	44420000	0.18	0.533	2	bin	
TUMOUR_A	chr2	44420000	44440000	-0.133	0.522	2	bin	
TUMOUR_A	chr2	44440000	44460000	-0.098	0.51	2	bin	
TUMOUR_A	chr2	44460000	44480000	-0.027	0.44	2	bin	
TUMOUR_A	chr2	44480000	44500000	-0.017	0.487	2	bin	
TUMOUR_A	chr2	44500000	44520000	0.022	0.498	2	bin	
TUMOUR_A	chr2	44520000	44540000	-0.022	0.466	2	bin	
TUMOUR_A	chr2	44540000	44560000	-0.233	0.505	2	bin	
TUMOUR_A	chr2	44560000	44580000	0.117	0.527	2	bin	
TUMOUR_A	chr2	44580000	44600000	0.13	0.435	2	bin	
TUMOUR_A	chr2	44600000	44620000	-0.111	0.538	2	bin	
TUMOUR_A	chr2	44620000	44640000	-0.235	0.532	2	bin	
TUMOUR_A	chr2	44640000	44660000	0.098	0.545	2	bin	
TUMOUR_A	chr2	44660000	44680000	-0.014	0.441	2	bin	
TUMOUR_A	chr2	44680000	44700000	-0.124	0.492	2	bin	
TUMOUR_A	chr2	44700000	44720000	-0.126	0.498	2	bin	
TUMOUR_A	chr2	44720000	44740000	-0.168	0.449	2	bin	
TUMOUR_A	chr2	44740000	44760000	0.029	0.481	2	bin	
TUMOUR_A	chr2	44760000	44780000	-0.113	0.497	2	bin	
TUMOUR_A	chr2	44780000	44800000	0.067	0.477	2	bin	
TUMOUR_A	chr2	44800000	44820000	-0.093	0.495	2	bin	
TUMOUR_A	chr2	44820000	44840000	-0.191	0.459	2	bin	
TUMOUR_A	chr2	44840000	44860000	0.073	0.444	2	bin	
TUMOUR_A	chr2	44860000	44880000	-0.009	0.461	2	bin	
TUMOUR_A	chr2	44880000	44900000	0.245	0.531	2	bin	
TUMOUR_A	chr2	44900000	44920000	-0.007	0.572	2	bin	
TUMOUR_A	chr2	44920000	44940000	0.113	0.507	2	bin	
TUMOUR_A	chr2	44940000	44960000	-0.111	0.506	2	bin	
TUMOUR_A	chr2	44960000	44980000	-0.175	0.535	2	bin	
TUMOUR_A	chr2	44980000	45000000	0.154	0.534	2	bin	
TUMOUR_A	chr2	45000000	45020000	0.222	0.479	2	bin	
TUMOUR_A	chr2	45020000	45040000	-0.048	0.501	2	bin	
TUMOUR_A	chr2	45040000	45060000	-0.066	0.474	2	bin	
TUMOUR_A	chr2	45060000	45080000	0.148	0.471	2	bin	
TUMOUR_A	chr2	45080000	45100000	-0.008	0.511	2	bin	
TUMOUR_A	chr2	45100000	45120000	0.284	0.524	2	bin	
TUMOUR_A	chr2	45120000	45140000	0.041	0.521	2	bin	
TUMOUR_A	chr2	45140000	45160000	-0.011	0.515	2	bin	
TUMOUR_A	chr2	45160000	45180000	0.03	0.448	2	bin	
TUMOUR_A	chr2	45180000	45200000	0.175	0.427	2	bin	
TUMOUR_A	chr2	45200000	45220000	0.023	0.498	2	bin	
TUMOUR_A	chr2	45220000	45240000	-0.046	0.5	2	bin	
TUMOUR_A	chr2	45240000	45260000	0.015	0.54	2	bin	
TUMOUR_A	chr2	45260000	45280000	-0.018	0.515	2	bin	
TUMOUR_A	chr2	45280000	45300000	0.029	0.502	2	bin	
TUMOUR_A	chr2	45300000	45320000	-0.139	0.496	2	bin	
TUMOUR_A	chr2	45320000	45340000	-0.063	0.55	2	bin	
TUMOUR_A	chr2	45340000	45360000	-0.112	0.483	2	bin	
TUMOUR_A	chr2	45360000	45380000	0.169	0.466	2	bin	
TUMOUR_A	chr2	45380000	45400000	0.186	0.451	2	bin	
TUMOUR_A	chr2	45400000	45420000	-0.062	0.553	2	bin	
TUMOUR_A	chr2	45420000	45440000	0.011	0.472	2	bin	
TUMOUR_A	chr2	45440000	45460000	0.051	0.483	2	bin	
TUMOUR_A	chr2	45460000	45480000	0.134	0.554	2	bin	
TUMOUR_A	chr2	45480000	45500000	-0.134	0.53	2	bin	
TUMOUR_A	chr2	45500000	45520000	-0.204	0.539	2	bin	
TUMOUR_A	chr2	45520000	45540000	-0.001	0.487	2	bin	
TUMOUR_A	chr2	45540000	45560000	-0.04	0.492	2	bin	
TUMOUR_A	chr2	45560000	45580000	0.059	0.478	2	bin	
TUMOUR_A	chr2	45580000	45600000	-0.021	0.489	2	bin	
TUMOUR_A	chr2	45600000	45620000	-0.131	0.516	2	bin	
TUMOUR_A	chr2	45620000	45640000	0.084	0.514	2	bin	
TUMOUR_A	chr2	45640000	45660000	0.129	0.551	2	bin	
TUMOUR_A	chr2	45660000	45680000	0.15	0.444	2	bin	
TUMOUR_A	chr2	45680000	45700000	-0.128	0.459	2	bin	
TUMOUR_A	chr2	45700000	45720000	-0.027	0.524	2	bin	
TUMOUR_A	chr2	45720000	45740000	0.167	0.562	2	bin	
TUMOUR_A	chr2	45740000	45760000	-0.056	0.526	2	bin	
TUMOUR_A	chr2	45760000	45780000	-0.104	0.527	2	bin	
TUMOUR_A	chr2	45780000	45800000	0.034	0.541	2	bin	
TUMOUR_A	chr2	45800000	45820000	-0.294	0.494	2	bin	
TUMOUR_A	chr2	45820000	45840000	0.082	0.502	2	bin	
TUMOUR_A	chr2	45840000	45860000	-0.003	0.509	2	bin	
TUMOUR_A	chr2	45860000	45880000	-0.087	0.499	2	bin	
TUMOUR_A	chr2	45880000	45900000	-0.019	0.46	2	bin	
TUMOUR_A	chr2	45900000	45920000	-0.113	0.461	2	bin	
TUMOUR_A	chr2	45920000	45940000	-0.062	0.507	2	bin	
TUMOUR_A	chr2	45940000	45960000	0.149	0.478	2	bin	
TUMOUR_A	chr2	45960000	45980000	-0.013	0.462	2	bin	
TUMOUR_A	chr2	45980000	46000000	0.086	0.49	2	bin	
TUMOUR_A	chr2	46000000	46020000	-0.052	0.483	2	bin	
TUMOUR_A	chr2	46020000	46040000	0.0	0.603	2	bin	
TUMOUR_A	chr2	46040000	46060000	0.046	0.495	2	bin	
TUMOUR_A	chr2	46060000	46080000	-0.015	0.529	2	bin	
TUMOUR_A	chr2	46080000	46100000	-0.077	0.511	2	bin	
TUMOUR_A	chr2	46100000	46120000	-0.233	0.547	2	bin	
TUMOUR_A	chr2	46120000	46140000	0.107	0.545	2	bin	
TUMOUR_A	chr2	46140000	46160000	-0.099	0.517	2	bin	
TUMOUR_A	chr2	46160000	46180000	-0.004	0.534	2	bin	
TUMOUR_A	chr2	46180000	46200000	-0.214	0.488	2	bin	
